race_code,poll_dem,poll_rep,poll_oth,poll_oth_party,poll_dem2,poll_rep2,poll_count,poll_recency
AK-01,46.17,50.17,0.0,,0.0,0.0,2,0.2485
AK-GOV,41.86,23.31,0.0,,0.0,15.9,2,0.1149
AK-SEN,46.31,46.61,0.0,,0.0,1.7,11,0.2058
AL-02,44.0,45.0,0.0,,0.0,0.0,1,0.8909
AL-GOV,34.1,52.6,0.0,,0.0,0.0,1,0.005
AR-02,46.5,42.0,0.0,,0.0,0.0,1,0.2939
AR-SEN,36.0,58.0,0.0,,0.0,0.0,1,0.0385
AZ-01,42.71,42.94,0.0,,0.0,0.0,2,0.0049
AZ-02,41.0,44.0,7.0,LIB,0.0,0.0,1,0.7071
AZ-06,46.96,44.87,0.0,,0.0,0.0,3,0.2432
AZ-GOV,42.71,36.77,2.97,IND,0.0,0.0,10,0.0715
CA-22,48.0,44.0,0.0,,0.0,0.0,1,0.8123
CA-GOV,55.2,32.44,0.0,,0.0,0.0,3,0.5371
CO-03,37.0,47.0,0.0,,0.0,0.0,1,0.0787
CO-05,40.0,43.0,5.0,IND,0.0,0.0,1,0.004
CO-GOV,50.1,37.8,0.0,,0.0,0.0,1,0.0006
CT-GOV,49.0,36.0,0.0,,0.0,0.0,1,0.8507
FL-13,39.0,41.0,0.0,,0.0,0.0,1,0.3878
FL-22,43.0,45.0,0.0,,0.0,0.0,1,0.8909
FL-25,42.9,32.7,0.0,,0.0,0.0,1,0.2558
FL-27,43.0,46.0,0.0,,0.0,0.0,1,0.0718
FL-28,41.0,45.0,0.0,,0.0,0.0,1,0.0702
FL-GOV,38.23,41.57,1.8,NPA,0.0,0.0,14,0.147
FL-SEN,36.73,47.8,0.0,,0.0,0.0,3,0.1165
GA-GOV,51.22,46.32,0.0,,0.0,0.0,4,0.6518
GA-SEN,54.7,43.03,0.0,,0.0,0.0,9,0.2148
IA-01,43.0,39.0,0.0,,0.0,0.0,1,0.0002
IA-02,36.0,33.0,0.0,,0.0,0.0,1,0.1688
IA-03,42.0,48.0,0.0,,0.0,0.0,1,0.0825
IA-GOV,50.38,45.25,0.0,,0.0,0.0,4,0.7187
IA-SEN,47.62,47.09,0.0,,0.0,0.0,8,0.5114
ID-SEN,35.63,41.47,0.0,,0.0,0.0,2,0.3
