race_code,poll_dem,poll_rep,poll_oth,poll_oth_party,poll_dem2,poll_rep2,poll_count,poll_recency
AK-01,46.17,50.17,0.0,,0.0,0.0,2,0.4857
AK-GOV,41.86,23.31,0.0,,0.0,15.9,2,0.2245
AK-SEN,49.48,44.39,0.0,,0.0,5.85,9,0.1519
AL-GOV,34.1,52.6,0.0,,0.0,0.0,1,0.0098
AR-02,46.5,42.0,0.0,,0.0,0.0,1,0.5743
AR-SEN,36.0,58.0,0.0,,0.0,0.0,1,0.0752
AZ-01,42.71,42.94,0.0,,0.0,0.0,2,0.0095
AZ-06,46.66,43.8,0.0,,0.0,0.0,2,0.0831
AZ-GOV,42.71,36.77,2.97,IND,0.0,0.0,10,0.1397
CA-22,44.0,42.0,0.0,,0.0,0.0,1,0.001
CA-GOV,53.72,32.15,0.0,,0.0,0.0,2,0.8509
CO-03,37.0,47.0,0.0,,0.0,0.0,1,0.1539
CO-05,40.0,43.0,5.0,IND,0.0,0.0,1,0.0078
CO-GOV,50.1,37.8,0.0,,0.0,0.0,1,0.0011
FL-13,39.0,41.0,0.0,,0.0,0.0,1,0.7579
FL-25,42.9,32.7,0.0,,0.0,0.0,1,0.5
FL-27,43.0,46.0,0.0,,0.0,0.0,1,0.1403
FL-28,41.0,45.0,0.0,,0.0,0.0,1,0.1371
FL-GOV,40.81,43.6,0.18,IND,0.0,0.0,13,0.2262
FL-SEN,36.73,47.8,0.0,,0.0,0.0,3,0.2277
GA-GOV,49.0,43.0,0.0,,0.0,0.0,1,0.2939
GA-SEN,48.53,43.47,0.0,,0.0,0.0,7,0.0526
IA-01,43.0,39.0,0.0,,0.0,0.0,1,0.0003
IA-02,36.0,33.0,0.0,,0.0,0.0,1,0.3299
IA-03,42.0,48.0,0.0,,0.0,0.0,1,0.1612
IA-GOV,50.0,41.0,0.0,,0.0,0.0,1,0.4559
IA-SEN,44.41,45.69,0.0,,0.0,0.0,3,0.1671
ID-SEN,35.63,41.47,0.0,,0.0,0.0,2,0.5864
IL-GOV,54.3,34.0,0.0,,0.0,0.0,1,0.0127
KS-SEN,46.0,54.0,0.0,,0.0,0.0,1,0.057
KY-06,37.0,37.0,0.0,,0.0,0.0,1,0.4253
KY-SEN,38.0,49.0,0.0,,0.0,0.0,1,0.0226
MA-GOV,55.52,30.9,0.0,,0.0,0.0,4,0.2589
MA-SEN,55.1,30.99,0.0,,0.0,0.0,5,0.1066
MD-GOV,49.9,28.0,0.0,,0.0,0.0,1,0.0343
ME-02,42.48,48.76,0.0,,0.0,0.0,2,0.2721
ME-SEN,49.0,41.0,0.0,,0.0,0.0,1,0.0094
MI-04,47.46,45.22,0.0,,0.0,0.0,3,0.391
MI-10,44.0,42.0,0.0,,0.0,0.0,1,0.0442
MI-GOV,40.94,32.68,10.99,IND,0.0,0.0,15,0.1775
MI-SEN,41.11,42.15,0.0,,0.0,0.0,8,0.3089
MN-01,41.49,47.93,0.0,,0.0,0.0,2,0.1133
MN-GOV,50.34,36.36,0.0,,0.0,0.0,2,0.0666
MN-SEN,49.71,42.88,0.0,,0.0,0.0,4,0.2466
