race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-GOV,governor,AK,GOV,Tom Begich,Click Bishop,DEM,REP,,REP,-5.09,39.0,61.0,Lean R,-13.18,3.48,-13.8,8.71,True,False,,,0.0,0.0,,,0.0,confirmed,confirmed,41.66,20.42,5,21.239999999999995,0.194,46.7,51.7,1.6,110416,122247,3783,0,236446
AL-GOV,governor,AL,GOV,Doug Jones,Tommy Tuberville,DEM,REP,,REP,-22.94,1.4,98.6,Safe R,-29.63,3.48,-30.88,7.94,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.1,52.6,1,-18.5,0.15,38.53,61.47,0.0,610896,974667,0,0,1585563
AR-GOV,governor,AR,GOV,Fredrick Love,Sarah Huckabee Sanders,DEM,REP,REP,REP,-28.16,0.4,99.6,Safe R,-30.5,3.48,-31.57,3.4,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,35.92,64.08,0.0,301516,537941,0,0,839457
AZ-GOV,governor,AZ,GOV,Katie Hobbs,Andy Biggs,DEM,REP,DEM,DEM,6.2,72.4,27.6,Lean D,-4.25,3.48,-5.59,11.79,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,43.64,36.69,9,6.950000000000003,0.242,53.1,46.9,0.0,1259859,1112665,0,0,2372523
CA-GOV,governor,CA,GOV,Xavier Becerra,Steve Hilton,DEM,REP,,DEM,28.57,99.7,0.3,Safe D,23.32,3.48,20.82,7.76,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,64.29,35.71,0.0,7134810,3963733,0,0,11098543
CO-GOV,governor,CO,GOV,Michael Bennet,Barbara Kirkmeyer,DEM,REP,,DEM,19.49,96.9,3.1,Safe D,11.58,3.48,11.29,8.19,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.1,37.8,1,12.300000000000004,0.15,59.74,40.26,0.0,1335199,899722,0,0,2234922
CT-GOV,governor,CT,GOV,Ned Lamont,Ryan Fazio,DEM,REP,DEM,DEM,16.64,94.4,5.6,Likely D,15.88,3.48,14.76,1.88,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.0,42.0,1,8.0,0.15,58.32,41.68,0.0,717994,513145,0,0,1231140
FL-GOV,governor,FL,GOV,David Jolly,Byron Donalds,DEM,REP,,REP,-5.32,30.5,69.5,Lean R,-10.56,3.48,-13.22,7.9,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,35.32,36.97,10,-1.6499999999999986,0.25,47.34,52.66,0.0,3623861,4030965,0,0,7654826
GA-GOV,governor,GA,GOV,Keisha Lance Bottoms,Burt Jones,DEM,REP,,REP,-4.34,33.9,66.1,Lean R,-1.71,3.48,-2.21,-2.13,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,47.83,52.17,0.0,1757856,1917191,0,0,3675046
HI-GOV,governor,HI,GOV,Josh Green,Gary Cordery,DEM,REP,DEM,DEM,29.94,99.8,0.2,Safe D,25.73,3.48,23.56,6.38,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,64.97,35.03,0.0,234999,126691,0,0,361691
