code,level,state,partisan_lean,gcb,environment,demo_env_adj,pres_2024_margin,trump_approve,trump_disapprove,trump_net,demo_approval_adj,white_pct,black_pct,hispanic_pct,asian_pct,native_pct,pacific_pct
AK-01,district,AK,-13.18,5.41,-9.89,-2.12,-13.8,45.0,51.8,-6.8,0.5,61.0,4.2,6.0,7.8,18.9,2.0
AL-01,district,AL,-34.82,5.41,-30.53,-1.12,-36.34,55.1,41.6,13.5,2.5,67.1,24.7,3.3,1.9,2.9,0.1
AL-02,district,AL,-13.03,5.41,-8.19,-0.57,-14.46,46.0,50.7,-4.7,2.7,52.3,39.8,3.7,2.2,1.9,0.2
AL-03,district,AL,-45.58,5.41,-41.39,-1.22,-47.04,59.7,37.1,22.6,2.4,71.7,20.7,3.1,2.1,2.3,0.1
AL-04,district,AL,-65.77,5.41,-61.7,-1.34,-66.99,68.0,28.8,39.2,1.8,82.7,7.2,6.1,0.8,3.1,0.1
AL-05,district,AL,-29.24,5.41,-24.95,-1.12,-29.51,52.5,44.2,8.3,2.0,70.1,18.3,5.3,2.5,3.6,0.2
AL-06,district,AL,-34.75,5.41,-30.43,-1.09,-34.79,55.0,41.8,13.2,2.2,71.7,19.3,4.7,2.2,2.1,0.1
AL-07,district,AL,19.36,5.41,24.53,-0.24,17.99,32.4,64.4,-32.0,3.0,42.5,50.5,3.6,1.7,1.6,0.1
AR-01,district,AR,-44.65,5.41,-40.59,-1.35,-46.4,59.3,37.5,21.8,2.4,76.0,16.9,3.1,1.0,2.8,0.2
AR-02,district,AR,-15.42,5.41,-11.06,-1.05,-16.22,46.7,50.0,-3.3,2.1,69.1,20.3,5.1,2.3,3.0,0.1
AR-03,district,AR,-25.59,5.41,-20.86,-0.69,-25.81,50.1,46.6,3.5,0.2,71.5,3.6,13.9,4.2,5.6,1.3
AR-04,district,AR,-39.02,5.41,-34.59,-0.97,-40.73,56.7,40.0,16.7,2.0,69.7,19.8,6.0,1.1,3.3,0.2
AZ-01,district,AZ,-2.22,5.41,2.59,-0.6,-3.14,40.2,56.5,-16.3,0.3,73.4,4.0,13.8,5.5,3.1,0.3
AZ-02,district,AZ,-13.44,5.41,-9.37,-1.34,-15.12,44.7,52.1,-7.4,-0.3,59.7,2.7,14.6,2.0,20.7,0.3
AZ-03,district,AZ,43.26,5.41,52.87,4.21,40.31,18.0,78.8,-60.7,-5.5,23.0,11.5,56.4,3.7,5.0,0.4
AZ-04,district,AZ,7.35,5.41,13.18,0.41,6.76,35.5,61.3,-25.9,-1.1,58.6,6.5,22.8,7.2,4.3,0.6
