race_code,poll_dem,poll_rep,poll_oth,poll_oth_party,poll_dem2,poll_rep2,poll_count,poll_recency
AK-01,36.18,49.58,7.76,IND,0.0,2.22,5,0.4214
AK-SEN,48.54,48.38,0.44,NPA,0.02,0.99,14,0.211
AL-02,45.09,45.55,0.0,,0.0,0.0,2,0.4151
AL-GOV,40.99,49.01,0.0,,0.0,0.0,2,0.1859
AL-SEN,32.0,47.0,0.0,,0.0,0.0,1,0.3703
AR-02,48.0,44.0,0.0,,0.0,0.0,2,0.3148
AR-GOV,40.0,45.0,7.0,LIB,0.0,0.0,1,0.7756
AR-SEN,39.64,48.37,3.44,LIB,0.0,0.0,4,0.5473
AZ-01,42.71,42.94,0.0,,0.0,0.0,2,0.0014
AZ-02,41.0,44.0,7.0,LIB,0.0,0.0,1,0.2031
AZ-06,46.96,44.87,0.0,,0.0,0.0,3,0.0699
AZ-GOV,46.33,37.27,1.28,IND,0.0,0.0,19,0.3815
CA-22,48.0,44.0,0.0,,0.0,0.0,1,0.2333
CA-48,48.0,46.0,0.0,,0.0,0.0,1,0.3969
CA-GOV,56.04,35.51,0.0,,0.0,0.0,5,0.3032
CO-03,45.0,46.0,0.0,,0.0,0.0,1,0.4886
CO-05,43.99,45.0,0.01,IND,0.0,0.0,2,0.2338
CO-GOV,50.1,37.8,0.0,,0.0,0.0,1,0.0002
CT-GOV,49.61,31.46,0.0,,0.0,0.0,2,0.4305
FL-08,35.0,44.0,0.0,,0.0,0.0,1,0.4353
FL-11,41.8,42.1,0.0,,0.0,0.0,1,0.5743
FL-13,42.02,46.86,1.78,IND,0.0,0.0,3,0.4872
FL-14,46.2,37.5,0.0,,0.0,0.0,1,0.4061
FL-22,50.0,50.0,0.0,,0.0,0.0,1,0.7756
FL-25,51.0,39.0,0.0,,0.0,0.0,1,0.0806
FL-28,41.0,45.0,0.0,,0.0,0.0,1,0.0201
FL-GOV,39.39,43.16,0.43,NPA,0.0,0.0,17,0.1471
FL-SEN,40.04,49.3,0.0,,0.0,0.0,4,0.1314
GA-GOV,49.9,45.89,0.0,,0.0,0.0,8,0.378
GA-SEN,53.62,42.98,0.0,,0.0,0.0,11,0.1586
IA-01,40.0,35.0,11.0,IND,0.0,0.0,2,0.2078
IA-02,38.62,36.14,0.0,,0.0,0.0,2,0.247
IA-03,42.0,48.0,0.0,,0.0,0.0,1,0.0237
IA-GOV,49.19,43.96,0.0,,0.0,0.0,6,0.4117
IA-SEN,45.65,47.02,0.55,LIB,0.0,0.0,10,0.282
ID-01,34.89,45.01,5.98,IND,0.0,0.0,2,0.4856
ID-GOV,29.0,50.5,5.0,IND,0.0,0.0,1,0.5743
ID-SEN,29.96,39.02,3.65,IND,0.0,0.0,5,0.487
IL-04,34.0,15.0,9.0,IND,0.0,0.0,1,0.63
IL-GOV,54.3,34.0,0.0,,0.0,0.0,1,0.0019
IN-05,46.0,48.0,0.0,,0.0,0.0,1,0.4559
KS-GOV,47.0,46.0,0.0,,0.0,0.0,1,0.8507
KS-SEN,43.78,44.12,3.6,LIB,0.0,0.0,4,0.4885
KY-06,44.91,44.86,0.0,,0.0,0.0,4,0.4778
KY-SEN,38.0,49.0,0.0,,0.0,0.0,1,0.0033
MA-GOV,53.13,32.73,0.0,,0.0,0.0,7,0.1945
MA-SEN,51.23,30.31,0.0,,0.0,0.0,8,0.161
MD-01,39.0,52.0,0.0,,0.0,0.0,1,0.5359
MD-GOV,58.0,31.0,0.0,,0.0,0.0,1,0.63
ME-02,47.91,48.13,0.0,,0.0,0.0,3,0.1652
ME-GOV,50.81,38.39,5.69,IND,0.0,0.0,4,0.3976
ME-SEN,48.26,45.65,0.0,,0.0,0.0,5,0.4931
MI-04,47.46,45.22,0.0,,0.0,0.0,3,0.0575
MI-07,48.08,46.08,0.0,,0.0,0.0,2,0.5404
MI-10,44.99,44.98,0.0,,0.0,0.0,2,0.4001
MI-GOV,49.68,42.29,0.47,IND,0.0,0.0,23,0.2403
MI-SEN,46.33,45.85,0.0,,0.0,0.0,24,0.3866
MN-01,41.49,47.93,0.0,,0.0,0.0,2,0.0167
MN-02,45.0,40.0,0.0,,0.0,0.0,1,0.2333
MN-GOV,51.72,36.25,0.91,IND,0.0,0.0,4,0.2678
MN-SEN,46.18,41.09,0.95,IND,0.0,0.0,4,0.2538
MS-SEN,39.49,45.44,3.54,IND,0.0,0.0,2,0.5696
MT-01,43.87,44.5,0.0,,0.0,4.37,2,0.1673
MT-SEN,29.54,44.7,15.91,IND,0.0,0.0,6,0.4211
