race_code,poll_dem,poll_rep,poll_oth,poll_oth_party,poll_dem2,poll_rep2,poll_count,poll_recency
AK-01,46.17,50.17,0.0,,0.0,0.0,2,0.4429
AK-GOV,41.86,23.31,0.0,,0.0,15.9,2,0.2047
AK-SEN,49.48,44.39,0.0,,0.0,5.85,9,0.1385
AL-GOV,34.1,52.6,0.0,,0.0,0.0,1,0.009
AR-02,46.5,42.0,0.0,,0.0,0.0,1,0.5236
AR-SEN,36.0,58.0,0.0,,0.0,0.0,1,0.0686
AZ-01,42.71,42.94,0.0,,0.0,0.0,2,0.0087
AZ-06,46.66,43.8,0.0,,0.0,0.0,2,0.0758
AZ-GOV,42.71,36.77,2.97,IND,0.0,0.0,10,0.1273
CA-22,44.0,42.0,0.0,,0.0,0.0,1,0.001
CA-GOV,53.72,32.15,0.0,,0.0,0.0,2,0.7758
CO-03,37.0,47.0,0.0,,0.0,0.0,1,0.1403
CO-05,40.0,43.0,5.0,IND,0.0,0.0,1,0.0071
CO-GOV,50.1,37.8,0.0,,0.0,0.0,1,0.001
FL-13,39.0,41.0,0.0,,0.0,0.0,1,0.691
FL-25,42.9,32.7,0.0,,0.0,0.0,1,0.4559
FL-27,43.0,46.0,0.0,,0.0,0.0,1,0.1279
FL-28,41.0,45.0,0.0,,0.0,0.0,1,0.125
FL-GOV,40.81,43.6,0.18,IND,0.0,0.0,13,0.2062
FL-SEN,36.73,47.8,0.0,,0.0,0.0,3,0.2076
GA-GOV,51.49,39.89,0.0,,0.0,0.0,2,0.6005
GA-SEN,48.53,43.47,0.0,,0.0,0.0,7,0.0479
IA-01,43.0,39.0,0.0,,0.0,0.0,1,0.0003
IA-02,36.0,33.0,0.0,,0.0,0.0,1,0.3008
IA-03,42.0,48.0,0.0,,0.0,0.0,1,0.1469
IA-GOV,50.0,41.0,0.0,,0.0,0.0,1,0.4156
IA-SEN,45.45,45.89,0.0,,0.0,0.0,4,0.3585
ID-SEN,35.63,41.47,0.0,,0.0,0.0,2,0.5346
IL-GOV,54.3,34.0,0.0,,0.0,0.0,1,0.0116
KS-SEN,46.0,54.0,0.0,,0.0,0.0,1,0.052
KY-06,37.0,37.0,0.0,,0.0,0.0,1,0.3878
KY-SEN,38.0,49.0,0.0,,0.0,0.0,1,0.0206
MA-GOV,55.52,30.9,0.0,,0.0,0.0,4,0.236
MA-SEN,55.1,30.99,0.0,,0.0,0.0,5,0.0972
MD-GOV,49.9,28.0,0.0,,0.0,0.0,1,0.0312
ME-02,42.48,48.76,0.0,,0.0,0.0,2,0.2481
ME-SEN,49.0,41.0,0.0,,0.0,0.0,1,0.0086
MI-04,47.46,45.22,0.0,,0.0,0.0,3,0.3565
MI-10,44.0,42.0,0.0,,0.0,0.0,1,0.0403
MI-GOV,40.94,32.68,10.99,IND,0.0,0.0,15,0.1619
MI-SEN,41.7,42.01,0.0,,0.0,0.0,9,0.3512
MN-01,41.49,47.93,0.0,,0.0,0.0,2,0.1033
MN-GOV,50.34,36.36,0.0,,0.0,0.0,2,0.0607
MN-SEN,49.71,42.88,0.0,,0.0,0.0,4,0.2248
MO-02,41.0,44.0,0.0,,0.0,0.0,1,0.8909
MS-SEN,39.0,42.0,6.0,IND,0.0,0.0,1,0.2872
MT-01,43.0,48.0,0.0,,0.0,0.0,1,0.4886
MT-SEN,44.0,56.0,0.0,,0.0,0.0,1,0.6598
NC-01,41.15,40.7,1.36,LIB,0.0,0.0,2,0.2418
NC-10,37.0,52.0,0.0,,0.0,0.0,1,0.1403
NC-14,40.0,48.0,0.0,,0.0,0.0,1,0.1403
NC-SEN,49.38,39.79,0.52,LIB,0.0,0.0,18,0.1685
NE-01,38.0,45.0,0.0,,0.0,0.0,1,0.5612
NE-02,46.5,40.5,0.0,,0.0,0.0,1,0.0055
NE-GOV,33.0,38.0,12.0,LMN,0.0,0.0,1,0.2558
NE-SEN,47.0,42.8,0.0,,0.0,0.0,3,0.2079
NH-02,48.94,36.84,0.0,,0.0,0.0,5,0.0436
NH-GOV,39.0,46.66,0.0,,0.0,0.0,2,0.2574
NH-SEN,46.58,42.99,0.0,,0.0,0.0,13,0.0658
NJ-02,36.0,46.0,0.0,,0.0,0.0,1,0.0002
NJ-07,47.0,43.0,0.0,,0.0,0.0,1,0.7937
NM-02,43.0,41.0,0.0,,0.0,0.0,1,0.4156
NV-GOV,40.44,42.52,0.0,,0.0,0.0,5,0.1603
NY-01,38.0,41.0,0.0,,0.0,0.0,1,0.0171
NY-04,46.0,41.0,0.0,,0.0,0.0,1,0.0825
NY-17,44.0,39.0,0.0,,0.0,0.0,1,0.0825
NY-18,42.0,35.0,0.0,,0.0,0.0,1,0.0825
NY-21,44.0,45.0,0.0,,0.0,0.0,1,0.8909
NY-GOV,49.9,33.65,0.78,LIB,0.0,0.0,12,0.1034
OH-09,43.0,47.0,3.0,LIB,0.0,0.0,1,0.3455
OH-GOV,49.37,48.39,0.25,LIB,0.0,0.0,14,0.1956
OH-SEN,51.66,45.44,0.25,LIB,0.0,0.0,12,0.2372
OR-GOV,45.0,43.56,0.0,,0.0,0.0,2,0.3177
PA-01,41.97,47.81,0.0,,0.0,0.0,2,0.0905
PA-08,45.0,43.0,0.0,,0.0,0.0,1,0.0015
PA-10,50.81,44.94,0.0,,0.0,0.0,3,0.127
PA-GOV,54.09,32.23,0.0,,0.0,0.0,6,0.1959
RI-GOV,38.9,20.8,18.9,IND,0.0,0.0,1,0.63
RI-SEN,52.0,34.0,0.0,,0.0,0.0,1,0.3455
SD-SEN,39.47,44.25,0.0,,0.0,0.0,4,0.2412
TN-GOV,27.0,51.0,0.0,,0.0,0.0,2,0.2035
TX-15,47.96,45.98,0.0,,0.0,0.0,2,0.3888
TX-23,40.0,42.0,0.0,,0.0,0.0,1,0.1371
TX-34,40.0,41.0,0.0,,0.0,0.0,1,0.4253
TX-GOV,41.31,47.02,0.64,LIB,0.0,0.0,11,0.451
TX-SEN,44.89,41.51,0.82,LIB,0.0,0.0,14,0.3644
VA-01,41.97,45.92,0.0,,0.0,0.0,2,0.0706
WA-03,34.0,41.0,0.0,,0.0,0.0,1,0.4253
WA-05,47.0,53.0,0.0,,0.0,0.0,1,0.7756
WI-01,41.0,50.0,0.0,,0.0,0.0,1,0.1539
WI-03,49.88,46.15,0.0,,0.0,0.0,3,0.326
WI-06,39.0,61.0,0.0,,0.0,0.0,1,0.8312
WI-GOV,40.71,39.42,0.0,,0.0,0.0,1,0.1649
