race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-GOV,governor,AK,GOV,Tom Begich,Click Bishop,DEM,REP,,REP,-5.97,35.2,64.8,Lean R,-13.18,4.48,-13.8,7.83,True,False,,,0.0,0.0,,,0.0,confirmed,confirmed,52.26,42.66,6,9.600000000000001,0.21,46.26,52.14,1.6,109389,123274,3783,0,236446
AL-GOV,governor,AL,GOV,Doug Jones,Tommy Tuberville,DEM,REP,,REP,-22.09,1.7,98.3,Safe R,-29.63,4.48,-30.88,8.79,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.1,52.6,1,-18.5,0.15,38.95,61.05,0.0,617634,967929,0,0,1585563
AR-GOV,governor,AR,GOV,Fredrick Love,Sarah Huckabee Sanders,DEM,REP,REP,REP,-27.16,0.5,99.5,Safe R,-30.5,4.48,-31.57,4.4,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,36.42,63.58,0.0,305713,533744,0,0,839457
AZ-GOV,governor,AZ,GOV,Katie Hobbs,Andy Biggs,DEM,REP,DEM,DEM,6.82,74.4,25.6,Lean D,-4.25,4.48,-5.59,12.41,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,42.53,36.14,11,6.390000000000001,0.257,53.41,46.59,0.0,1267139,1105384,0,0,2372523
CA-GOV,governor,CA,GOV,Xavier Becerra,Steve Hilton,DEM,REP,,DEM,29.57,99.8,0.2,Safe D,23.32,4.48,20.82,8.76,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,64.79,35.21,0.0,7190303,3908240,0,0,11098543
CO-GOV,governor,CO,GOV,Michael Bennet,Barbara Kirkmeyer,DEM,REP,,DEM,20.34,97.5,2.5,Safe D,11.58,4.48,11.29,9.04,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.1,37.8,1,12.300000000000004,0.15,60.17,39.83,0.0,1344698,890224,0,0,2234922
CT-GOV,governor,CT,GOV,Ned Lamont,Ryan Fazio,DEM,REP,DEM,DEM,17.49,95.3,4.7,Safe D,15.88,4.48,14.76,2.73,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.0,42.0,1,8.0,0.15,58.74,41.26,0.0,723227,507913,0,0,1231140
FL-GOV,governor,FL,GOV,David Jolly,Byron Donalds,DEM,REP,,REP,-5.08,31.3,68.7,Lean R,-10.56,4.48,-13.22,8.14,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,38.78,42.66,15,-3.8799999999999955,0.276,47.46,52.54,0.0,3632902,4021924,0,0,7654826
GA-GOV,governor,GA,GOV,Keisha Lance Bottoms,Burt Jones,DEM,REP,,REP,-2.13,41.9,58.1,Toss-up,-1.71,4.48,-2.21,0.07,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,48.0,43.33,1,4.670000000000002,0.15,48.93,51.07,0.0,1798297,1876750,0,0,3675046
HI-GOV,governor,HI,GOV,Josh Green,Gary Cordery,DEM,REP,DEM,DEM,30.94,99.9,0.1,Safe D,25.73,4.48,23.56,7.38,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,65.47,34.53,0.0,236808,124883,0,0,361691
IA-GOV,governor,IA,GOV,Rob Sand,Zach Lahn,DEM,REP,,REP,3.04,61.5,38.5,Lean D,-12.1,4.48,-13.45,16.49,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.37,40.41,3,9.96,0.15,51.52,48.48,0.0,599945,564509,0,0,1164454
ID-GOV,governor,ID,GOV,Terri Pickens,Brad Little,DEM,REP,REP,REP,-45.14,0.0,100.0,Safe R,-36.28,4.48,-37.52,-7.62,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,27.43,72.57,0.0,173773,459770,0,0,633543
IL-GOV,governor,IL,GOV,JB Pritzker,Darren Bailey,DEM,REP,DEM,DEM,17.82,95.6,4.4,Safe D,12.91,4.48,11.14,6.68,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.3,34.0,1,20.299999999999997,0.15,58.91,41.09,0.0,2329730,1625007,0,0,3954737
KS-GOV,governor,KS,GOV,Ethan Corson,Vicki Schmidt,DEM,REP,,DEM,-14.49,8.2,91.8,Likely R,-16.26,4.48,-16.41,1.92,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,42.75,57.25,0.0,397321,531993,0,0,929314
