race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_coh,rep_coh,ind_coh,dem_outside,rep_outside,dem_spent,rep_spent,ind_spent,dem_small,rep_small,ind_small,dem_pac,rep_pac,ind_pac,dem_self,rep_self,ind_self,dem_debt,rep_debt,ind_debt,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
CA-19,house,CA,19,Jimmy Panetta,Peter Verbica,DEM,REP,DEM,DEM,49.58,100.0,0.0,Safe D,38.91,5.19,50.5,2.46,3.85,0.1,35.64,13.94,False,False,GRN,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,2887610,76324,0,5109558,24682,0,1198560,0,1492690,51642,0,88768,4624,0,1559107,3500,0,0,505,0,0,0,0,72.05,24.29,3.66,189851,63990,9644,0,263484
CA-20,house,CA,20,Sandra Van Scotter,Vince Fong,DEM,REP,REP,REP,-28.31,0.3,99.7,Safe R,-30.06,5.19,-28.31,-2.51,-1.67,0.73,-32.98,4.67,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,17086,1849356,0,-2017,453750,0,0,0,16701,1434838,0,5369,17074,0,0,894497,0,9907,0,0,0,0,0,35.84,64.16,0.0,79142,141661,0,0,220803
CA-21,house,CA,21,Jim Costa,Kyle Kirkland,DEM,REP,DEM,DEM,21.19,98.1,1.9,Safe D,12.05,5.19,21.19,0.95,0.92,2.08,6.17,15.02,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,1337630,338971,0,937778,17934,0,0,0,608734,321037,0,11086,38714,0,796717,0,0,0,127459,0,0,33141,0,60.6,39.4,0.0,85599,55664,0,0,141263
CA-22,house,CA,22,Randy Villegas,David Valadao,DEM,REP,REP,REP,6.5,73.8,26.2,Lean D,5.21,5.19,7.47,-0.32,-5.26,2.65,-1.86,8.36,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,48.0,44.0,1,1.0,0.15,2645560,4927602,0,571792,3365587,0,3227686,2378344,2073768,1607550,0,778710,97100,0,190098,1921533,0,0,0,0,0,0,0,53.25,46.75,0.0,63800,56012,0,0,119812
CA-23,house,CA,23,Tessa Lynn Hodge,Jay Obernolte,DEM,REP,REP,REP,-16.09,5.8,94.2,Likely R,-16.48,5.19,-16.09,-1.89,-3.99,1.07,-19.9,3.81,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,79499,1455868,0,10237,1644222,0,18690,519365,69262,809486,0,28040,1363,0,0,863371,0,9080,0,0,3770,1125000,0,41.96,58.04,0.0,81224,112370,0,0,193594
CA-24,house,CA,24,Salud Carbajal,Robert Smith,DEM,REP,DEM,DEM,36.94,100.0,0.0,Safe D,28.46,5.19,36.94,1.43,1.13,0.73,25.76,11.18,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,1650355,203264,0,3383604,47128,0,0,0,910621,156136,0,28020,31687,0,571016,1286,0,0,22492,0,5416,29373,0,68.47,31.53,0.0,168406,77549,0,0,245955
CA-25,house,CA,25,Raul Ruiz,Joe Males,DEM,REP,DEM,DEM,20.04,97.5,2.5,Safe D,10.68,5.19,20.04,0.58,1.67,1.92,5.97,14.07,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,2093907,936496,0,2556494,14847,0,0,0,1240152,921649,0,88212,686618,0,969251,450,0,0,0,0,0,24964,0,60.02,39.98,0.0,113473,75584,0,0,189057
CA-26,house,CA,26,Jacqui Irwin,Samuel Gallucci,DEM,REP,,DEM,26.11,99.5,0.5,Safe D,19.33,5.19,26.11,0.63,0.0,0.95,15.73,10.37,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,822382,377078,0,295478,33681,0,366028,0,526904,343397,0,17494,9352,0,164050,0,0,0,232520,0,0,125000,0,63.05,36.95,0.0,151555,88807,0,0,240362
CA-27,house,CA,27,George Whitesides,Jason Gibbs,DEM,REP,DEM,DEM,27.11,99.6,0.4,Safe D,14.46,5.19,27.11,1.74,4.43,1.29,10.06,17.06,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,3963530,379440,0,2554917,201877,0,1074903,0,1735347,177563,0,359853,5780,0,635983,10000,0,0,0,0,1310000,0,0,63.56,36.44,0.0,131722,75528,0,0,207250
CA-28,house,CA,28,Judy Chu,April Verlato,DEM,REP,DEM,DEM,40.07,100.0,0.0,Safe D,30.05,5.19,40.07,2.23,2.3,0.3,26.17,13.9,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,930123,250,0,3674296,205,0,0,0,857832,7882,0,37156,250,0,379775,0,0,0,0,0,0,0,0,70.03,29.97,0.0,160195,68548,0,0,228743
CA-29,house,CA,29,Luz Rivas,(no Republican — top-two),DEM,REP,DEM,DEM,40.0,100.0,0.0,Safe D,41.61,5.19,53.63,0.0,4.75,2.09,34.71,5.29,False,False,,,0.0,0.0,DEM,Angélica Dueñas,80.0,confirmed,,,,0,,0.0,670678,0,0,377476,0,0,0,0,557465,0,0,13006,0,0,356790,0,0,0,0,0,0,0,0,100.0,0.0,0.0,167318,0,0,0,167318
CA-30,house,CA,30,Laura Friedman,Scott Alan Meyers,DEM,REP,DEM,DEM,51.97,100.0,0.0,Safe D,45.06,5.19,51.97,1.57,0.0,0.15,41.41,10.56,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,827895,58294,0,469254,2616,0,0,0,655389,55678,0,55622,1544,0,286550,0,0,0,40000,0,0,40000,0,75.98,24.02,0.0,181641,57410,0,0,239051
CA-31,house,CA,31,Gilbert Cisneros,Eric Ching,DEM,REP,DEM,DEM,16.34,94.5,5.5,Likely D,18.14,5.19,16.34,1.31,-10.02,1.72,12.61,3.74,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,705263,81571,0,259803,64913,0,0,0,485536,56899,0,24198,5020,0,453650,0,0,6616,0,0,5452550,0,0,58.17,41.83,0.0,118874,85474,0,0,204348
CA-32,house,CA,32,Brad Sherman,Larry Thompson,DEM,REP,DEM,DEM,39.82,100.0,0.0,Safe D,30.17,5.19,39.82,2.65,1.61,0.2,25.76,14.06,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,2514330,34316,0,2668480,2174,0,974078,0,3767794,32142,0,11439,814,0,703424,0,0,0,27452,0,265,19291,0,69.91,30.09,0.0,176013,75757,0,0,251770
CA-33,house,CA,33,Pete Aguilar,Stephanie Vargas,DEM,REP,DEM,DEM,28.66,99.7,0.3,Safe D,16.52,5.19,28.66,0.0,4.9,2.05,10.12,18.53,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,4722835,0,0,3457642,0,0,0,0,3914264,0,0,259702,0,0,2091001,0,0,0,0,0,0,0,0,64.33,35.67,0.0,111847,62021,0,0,173868
CA-34,house,CA,34,Jimmy Gomez,(no Republican — top-two),DEM,REP,DEM,DEM,40.0,100.0,0.0,Safe D,59.08,5.19,68.07,0.0,1.67,2.14,53.04,-13.04,False,False,,,0.0,0.0,DEM,Angela Gonzales-Torres,80.0,confirmed,,,,0,,0.0,1175128,0,0,781726,0,0,0,0,482161,0,0,12050,0,0,521144,0,0,0,0,0,76784,0,0,100.0,0.0,0.0,150165,0,0,0,150165
CA-35,house,CA,35,Norma Torres,Mike Cargile,DEM,REP,DEM,DEM,26.57,99.5,0.5,Safe D,14.35,5.19,26.57,2.03,3.11,1.89,8.0,18.57,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,769061,4759,0,339247,2873,0,0,0,733128,2357,0,43080,1559,0,498820,0,0,0,0,0,889,12960,0,63.28,36.72,0.0,115350,66925,0,0,182276
CA-36,house,CA,36,Ted Lieu,Houston Brignano,DEM,REP,DEM,DEM,51.35,100.0,0.0,Safe D,43.67,5.19,51.35,2.66,0.02,-0.19,40.42,10.92,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,1832769,5139,0,1188399,801,0,106348,0,1319377,4338,0,35142,678,0,570479,0,0,0,0,0,27711,773,0,75.67,24.33,0.0,204264,65661,0,0,269925
CA-37,house,CA,37,Sydney Kamlager-Dove,(no Republican — top-two),DEM,REP,DEM,DEM,40.0,100.0,0.0,Safe D,68.08,5.19,76.84,0.0,1.67,1.9,62.31,-22.31,False,False,,,0.0,0.0,DEM,Samantha Mota,80.0,confirmed,,,,0,,0.0,1150468,0,0,185491,0,0,0,0,1026975,0,0,387951,0,0,385235,0,0,0,0,0,0,0,0,100.0,0.0,0.0,164586,0,0,0,164586
CA-38,house,CA,38,Hilda Solis,Pedro Casas,DEM,REP,,DEM,26.28,99.5,0.5,Safe D,19.22,5.19,26.28,0.0,0.0,1.87,12.8,13.49,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,1049534,0,0,154503,0,0,367531,0,895031,0,0,22180,0,0,124249,0,0,0,0,0,178,0,0,63.14,36.86,0.0,115667,67518,0,0,183185
CA-39,house,CA,39,Mark Takano,Steve Manos,DEM,REP,DEM,DEM,25.59,99.4,0.6,Safe D,16.24,5.19,25.59,0.0,2.05,2.11,9.85,15.74,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,893848,0,0,186224,0,0,0,0,976794,0,0,107176,0,0,404800,0,0,0,0,0,0,0,0,62.8,37.2,0.0,103352,61233,0,0,164585
CA-40,house,CA,40,(no Democrat — top-two),Ken Calvert,DEM,REP,REP,REP,-40.0,0.0,100.0,Safe R,-9.98,5.19,-4.43,0.0,-0.16,0.52,-12.6,-27.4,False,False,,,0.0,0.0,REP,Young Kim,80.0,,confirmed,,,0,,0.0,0,6142469,0,0,1497001,0,577540,451180,0,4907604,0,0,265201,0,0,1379327,0,0,0,0,0,2370,0,0.0,100.0,0.0,0,266738,0,0,266738
CA-41,house,CA,41,Linda Sanchez,Mitch Clemmons,DEM,REP,DEM,DEM,31.42,99.9,0.1,Safe D,19.78,5.19,31.42,2.64,1.82,1.98,14.61,16.8,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,1602790,1709,0,415746,1659,0,300000,0,1612831,50,0,26484,209,0,1243209,0,0,0,500,0,12116,0,0,65.71,34.29,0.0,142950,74603,0,0,217554
CA-42,house,CA,42,Robert Garcia,Brian Burley,DEM,REP,DEM,DEM,26.52,99.5,0.5,Safe D,17.02,5.19,26.52,1.69,2.11,0.51,13.57,12.95,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,2615120,231371,0,1381467,5509,0,0,0,1646081,231639,0,1109602,22656,0,625683,0,0,0,186000,0,0,132309,0,63.26,36.74,0.0,154831,89928,0,0,244759
CA-43,house,CA,43,Maxine Waters,Cristian Morales,DEM,REP,DEM,DEM,63.73,100.0,0.0,Safe D,56.99,5.19,63.73,0.0,-0.56,2.11,50.59,13.14,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,863683,0,0,269669,0,0,0,0,710470,0,0,20299,0,0,400500,0,0,0,0,0,211525,0,0,81.87,18.13,0.0,128019,28355,0,0,156374
CA-44,house,CA,44,Nanette Barragan,Genevieve Angel,DEM,REP,DEM,DEM,59.17,100.0,0.0,Safe D,43.76,5.19,59.17,1.93,5.72,2.57,36.32,22.84,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,785765,13898,0,1088423,8746,0,0,0,1178896,5152,0,3847,1705,0,606750,0,0,0,3000,0,0,3000,0,79.58,20.42,0.0,122426,31407,0,0,153833
CA-45,house,CA,45,Derek Tran,Chuong Vo,DEM,REP,DEM,DEM,20.55,97.8,2.2,Safe D,8.46,5.19,20.55,1.39,4.91,0.6,4.07,16.48,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,4981277,756510,0,3257398,0,0,394010,0,2051202,756510,0,796121,6920,0,1107439,0,0,0,720000,0,25000,0,0,60.28,39.72,0.0,126720,83510,0,0,210230
CA-46,house,CA,46,Lou Correa,David Pan,DEM,REP,DEM,DEM,39.67,100.0,0.0,Safe D,22.22,5.19,39.67,1.73,8.5,2.03,16.7,22.97,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,1226104,80726,0,2479554,6238,0,107387,0,613912,77368,0,4351,3264,0,666283,250,0,0,9000,0,8132,33477,0,69.83,30.17,0.0,111226,48045,0,0,159271
CA-47,house,CA,47,Dave Min,Jenny Rae Le Roux,DEM,REP,DEM,DEM,23.48,98.9,1.1,Safe D,13.55,5.19,22.76,1.61,2.57,-0.17,10.47,13.01,False,False,LIB,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,3381161,375883,0,1889360,128533,0,697088,0,1664867,247351,0,346683,31946,0,599642,0,0,0,150500,0,0,157500,0,59.51,36.88,3.61,149033,92354,9040,0,250428
CA-48,house,CA,48,Marni von Wilpert,Jim Desmond,DEM,REP,,DEM,10.07,83.8,16.2,Likely D,5.84,5.19,12.02,0.13,0.0,0.86,3.52,6.54,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,48.0,46.0,1,-1.0,0.15,2174872,2258836,0,825012,1230031,0,2439978,705909,1349861,1028804,0,326383,250752,0,443335,145099,0,1975,0,0,67000,7170,0,55.03,44.97,0.0,126376,103262,0,0,229638
CA-49,house,CA,49,Mike Levin,Armen Kurdian,DEM,REP,DEM,DEM,22.21,98.5,1.5,Safe D,14.75,5.19,22.21,2.54,-0.29,0.01,12.48,9.73,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,3164023,58784,0,1418237,17916,0,60445,0,2015523,40867,0,216738,7064,0,392785,1000,0,0,13613,0,0,28967,0,61.11,38.89,0.0,166105,105726,0,0,271831
CA-50,house,CA,50,Scott Peters,Steve Cohen,DEM,REP,DEM,DEM,26.49,99.5,0.5,Safe D,21.0,5.19,26.49,0.0,0.44,-0.14,18.83,7.66,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,1810961,0,0,2598276,0,0,0,0,1363206,0,0,16263,0,0,1066750,0,0,1641,0,0,170760,0,0,63.24,36.76,0.0,164579,95647,0,0,260226
CA-51,house,CA,51,Sara Jacobs,Ricardo Cabrera,DEM,REP,DEM,DEM,27.72,99.7,0.3,Safe D,21.65,5.19,27.72,0.0,0.56,0.32,18.79,8.93,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,1639893,0,0,269452,0,0,0,0,1447813,0,0,153441,0,0,207250,0,0,929347,0,0,350000,0,0,63.86,36.14,0.0,158973,89973,0,0,248947
CA-52,house,CA,52,Juan Vargas,Jeff Belle,DEM,REP,DEM,DEM,39.97,100.0,0.0,Safe D,24.73,5.19,39.97,1.58,6.46,2.01,18.06,21.91,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,568520,25498,0,163676,1364,0,0,0,495684,24134,0,153,572,0,431200,0,0,0,0,0,0,7000,0,69.98,30.02,0.0,133584,57293,0,0,190877
CO-01,house,CO,01,Melat Kiros,Christy Peterson,DEM,REP,,DEM,69.46,100.0,0.0,Safe D,62.75,5.19,69.46,1.19,0.0,0.34,57.61,11.85,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1091198,2057,0,126406,1703,0,627215,675000,964792,354,0,460978,713,0,26890,150,0,4953,0,0,1100,0,0,84.73,15.27,0.0,217294,39154,0,0,256448
CO-02,house,CO,02,Joe Neguse,Kelley Dennison,DEM,REP,DEM,DEM,51.96,100.0,0.0,Safe D,44.48,5.19,51.96,0.0,2.69,-0.4,40.92,11.04,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2742281,0,0,3092918,0,0,0,0,1640260,0,0,222945,0,0,983752,0,0,0,0,0,0,0,0,75.98,24.02,0.0,229730,72626,0,0,302356
CO-03,house,CO,03,Dwayne Romero,Jeffrey Hurd,DEM,REP,REP,REP,-2.12,41.7,58.3,Toss-up,-5.98,5.19,-1.74,-1.17,0.11,0.11,-9.98,7.86,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,45.0,46.0,1,-4.0,0.166,716576,3552599,0,84208,1760849,0,0,115849,632367,1800885,0,30053,76384,0,12000,568651,0,350000,0,0,350000,0,0,48.94,51.06,0.0,139357,145380,0,0,284736
CO-04,house,CO,04,Eileen Laubacher,Lauren Boebert,DEM,REP,REP,REP,-5.52,29.4,70.6,Lean R,-15.48,5.19,-5.52,1.71,3.47,-0.42,-18.71,13.19,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,10349940,1010297,0,3610909,247202,0,0,0,6739031,922240,0,7575504,393909,0,17510,130500,0,0,0,0,0,0,0,47.24,52.76,0.0,152631,170474,0,0,323105
CO-05,house,CO,05,Jessica Killin,Jeff Crank,DEM,REP,REP,REP,-6.88,25.0,75.0,Likely R,-6.52,5.19,-7.39,0.29,-6.17,-0.17,-9.34,2.45,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,43.99,45.0,2,-4.0,0.15,3143744,2177288,0,1592642,1465048,0,208586,0,1551102,778793,0,176908,141653,0,269345,837000,0,632433,0,0,0,0,0,46.56,53.44,0.0,122371,140460,0,0,262831
CO-06,house,CO,06,Jason Crow,Khaleb Dammen,DEM,REP,DEM,DEM,32.81,99.9,0.1,Safe D,24.76,5.19,32.81,0.0,2.76,0.1,20.36,12.45,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,3177447,0,0,2707899,0,0,0,0,2217842,0,0,1102428,0,0,208550,0,0,0,0,0,0,0,0,66.4,33.6,0.0,167511,84747,0,0,252258
CO-07,house,CO,07,Brittany Pettersen,Amanda Capobianco,DEM,REP,DEM,DEM,26.35,99.5,0.5,Safe D,18.49,5.19,26.35,0.0,3.03,-0.36,15.41,10.93,False,False,,,0.0,0.0,,,0.0,confirmed,presumptive,,,0,,0.0,1866765,0,0,1105388,0,0,0,0,1322310,0,0,186392,0,0,997205,0,0,0,0,0,0,0,0,63.17,36.83,0.0,197129,114909,0,0,312038
CO-08,house,CO,08,Manny Rutinel,Gabe Evans,DEM,REP,REP,REP,7.69,77.4,22.6,Likely D,3.4,5.19,7.69,0.01,-1.67,0.76,-1.88,9.57,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,4336988,5393673,0,601232,3880463,0,4699993,1308768,3735756,1588203,0,2065691,784602,0,92650,1427927,0,0,0,0,0,154186,0,53.84,46.16,0.0,129846,111304,0,0,241150
CT-01,house,CT,01,Luke Bronin,Amy Chai,DEM,REP,,DEM,32.44,99.9,0.1,Safe D,25.66,5.19,32.44,1.59,0.0,0.01,23.27,9.18,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,3070151,20827,0,600894,344,0,1755666,1125106,2469257,16227,0,122156,1860,0,22500,0,0,0,16736,0,0,0,0,66.22,33.78,0.0,159449,81330,0,0,240779
CT-02,house,CT,02,Joe Courtney,George Austin,DEM,REP,DEM,DEM,22.74,98.7,1.3,Safe D,9.6,5.19,22.74,0.66,7.88,-0.59,7.86,14.89,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,760424,283997,0,603234,199951,0,0,0,508302,84046,0,93731,20447,0,433000,3600,0,0,240000,0,0,240000,0,61.37,38.63,0.0,166940,105073,0,0,272012
CT-03,house,CT,03,Rosa Delauro,Christopher Lancia,DEM,REP,DEM,DEM,28.77,99.8,0.2,Safe D,16.73,5.19,28.77,2.19,4.74,-0.08,14.34,14.43,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1152007,14649,0,349418,4028,0,0,0,1028036,4446,0,60128,7163,0,520762,0,0,0,1000,0,0,0,0,64.38,35.62,0.0,154156,85274,0,0,239430
CT-04,house,CT,04,Jim Himes,Michael Goldstein,DEM,REP,DEM,DEM,35.23,100.0,0.0,Safe D,26.64,5.19,35.23,2.02,1.17,0.21,23.73,11.5,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1379560,46809,0,2517677,41042,0,0,0,968702,5768,0,43822,2778,0,830500,0,0,0,25000,0,0,29518,0,67.61,32.39,0.0,160193,76730,0,0,236923
CT-05,house,CT,05,Jahana Hayes,Chris Shea,DEM,REP,DEM,DEM,14.76,92.6,7.4,Likely D,7.88,5.19,14.76,0.98,0.67,0.04,5.68,9.09,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1290078,311676,0,1084158,145617,0,0,0,728471,166059,0,151428,61525,0,578355,13947,0,0,600,0,0,31450,0,57.38,42.62,0.0,138861,103135,0,0,241996
DE-01,house,DE,01,Sarah McBride,Donyale Hall,DEM,REP,DEM,DEM,30.74,99.9,0.1,Safe D,18.05,5.19,30.74,3.4,4.39,-0.28,14.84,15.9,False,False,,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,4659086,769,0,2657928,241,0,0,0,2208285,528,0,1215997,669,0,413400,0,0,0,0,0,0,0,0,65.37,34.63,0.0,233733,123810,0,0,357542
FL-01,house,FL,01,Gay Valimont,Jimmy Patronis,DEM,REP,REP,REP,-33.27,0.1,99.9,Safe R,-34.15,5.19,-33.27,-2.11,-1.67,-0.54,-37.53,4.26,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,174309,3789738,0,21814,935302,0,151354,2145004,152495,2854437,0,107445,698132,0,1285,588300,0,0,12000,0,0,29943,0,33.36,66.64,0.0,98702,197126,0,0,295828
FL-02,house,FL,02,Amanda Green,Austin Rogers,DEM,REP,,REP,-10.08,16.2,83.8,Likely R,-13.85,5.19,-10.08,-1.02,0.0,-0.4,-18.33,8.25,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,348120,1010277,0,28038,387029,0,91203,1820559,320082,623248,0,48854,16934,0,6000,6500,0,1440,375000,0,0,377218,0,44.96,55.04,0.0,130022,159171,0,0,289194
FL-03,house,FL,03,Seth Harp,Kat Cammack,DEM,REP,REP,REP,-17.71,4.2,95.8,Safe R,-16.83,5.19,-17.71,-2.38,-3.43,-0.27,-21.26,3.55,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,37794,2045294,0,3011,876971,0,0,0,34784,1723874,0,15964,399283,0,0,727500,0,1155,0,0,735,0,0,41.14,58.86,0.0,115418,165113,0,0,280531
FL-04,house,FL,04,LaShonda Holloway,Aaron Bean,DEM,REP,REP,REP,-9.02,18.8,81.2,Likely R,-8.22,5.19,-9.02,-2.52,-3.29,-0.19,-11.96,2.94,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,27348,2163376,0,23633,1632550,0,0,0,14155,1005547,0,9740,6600,0,488,1149650,0,0,0,0,10440,14411,0,45.49,54.51,0.0,126974,152149,0,0,279123
FL-05,house,FL,05,Rachel Grage,John Rutherford,DEM,REP,REP,REP,-18.14,3.8,96.2,Safe R,-18.03,5.19,-18.14,-0.66,-4.34,-0.3,-21.69,3.55,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,272423,726727,0,90533,268730,0,0,0,174862,635666,0,58368,759,0,0,452500,0,1191,0,0,0,0,0,40.93,59.07,0.0,125802,181550,0,0,307352
FL-06,house,FL,06,Eric Yonce,Randy Fine,DEM,REP,REP,REP,-24.81,0.8,99.2,Safe R,-25.97,5.19,-24.81,-1.98,-1.67,-0.38,-30.31,5.49,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,325710,4286207,0,34096,1191059,0,59551,3717099,291614,3095148,0,270159,566290,0,250,468360,0,2065,950000,0,0,950000,0,37.59,62.41,0.0,116466,193334,0,0,309800
FL-07,house,FL,07,Bale Dalton,Ryan Elijah,DEM,REP,,REP,-1.85,42.7,57.3,Toss-up,-8.28,5.19,-1.85,1.15,0.0,0.1,-12.62,10.77,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1378109,355955,0,475858,186155,0,1400000,13500,902251,169801,0,141692,12004,0,181100,0,0,0,134100,0,0,138193,0,49.08,50.92,0.0,147244,152788,0,0,300032
FL-08,house,FL,08,Jennifer Jenkins,Mike Haridopolos,DEM,REP,REP,REP,-10.12,16.1,83.9,Likely R,-12.49,5.19,-9.77,-0.66,-1.67,-0.15,-16.4,6.28,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,35.0,44.0,1,-12.0,0.153,725731,1824838,0,108111,1197777,0,0,0,617619,885224,0,469685,37550,0,8000,700750,0,0,0,0,0,10138,0,44.94,55.06,0.0,136017,166630,0,0,302647
FL-09,house,FL,09,Darren Soto,Dan Green,DEM,REP,DEM,DEM,0.19,50.9,49.1,Toss-up,-12.05,5.19,0.19,0.37,5.65,1.03,-17.93,18.13,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,2157834,1298516,0,1187355,363243,0,37424,15570,984598,935273,0,14844,5427,0,1387044,8500,0,0,1140000,0,0,1140000,0,50.1,49.9,0.0,131695,131185,0,0,262880
FL-10,house,FL,10,Maxwell Frost,Stuart Farber,DEM,REP,DEM,DEM,37.76,100.0,0.0,Safe D,29.49,5.19,37.76,0.0,2.11,0.97,24.29,13.47,False,False,,,0.0,0.0,,,0.0,confirmed,projected,,,0,,0.0,3474867,0,0,1283056,0,0,0,0,3283537,0,0,1846965,0,0,289100,0,0,8250,0,0,0,0,0,68.88,31.12,0.0,144610,65330,0,0,209940
FL-11,house,FL,11,James Pericola,Joe Strada,DEM,REP,,REP,-7.94,21.8,78.2,Likely R,-11.77,5.19,-9.0,-2.59,0.0,0.17,-15.84,7.9,False,False,,,0.0,0.0,,,0.0,confirmed,projected,41.8,42.1,1,-3.3,0.186,119754,5248640,0,32231,2248903,0,0,244363,87523,2999737,0,2780,5630,0,0,0,0,64965,5000000,0,59965,5000000,0,46.03,53.97,0.0,145217,170254,0,0,315471
FL-12,house,FL,12,Kimberly Overman,Gus Bilirakis,DEM,REP,REP,REP,-12.6,10.9,89.1,Likely R,-10.27,5.19,-12.6,-1.45,-6.47,0.41,-15.55,2.96,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,186813,1588538,0,4906,554070,0,0,0,181906,1155885,0,76617,7612,0,852,828700,0,14001,0,0,30748,0,0,43.7,56.3,0.0,117605,151503,0,0,269109
FL-13,house,FL,13,Leela Gray,Anna Paulina Luna,DEM,REP,REP,REP,-5.67,28.9,71.1,Lean R,-9.43,5.19,-5.73,-0.71,-0.35,-0.43,-13.46,7.79,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,42.02,46.86,3,-5.45,0.223,1223069,3233312,0,683295,1474124,0,0,3279,539774,1890603,0,198220,1125753,0,70500,103000,0,7000,0,0,7000,0,0,47.17,52.83,0.0,135132,151373,0,0,286505
FL-14,house,FL,14,Kathy Castor,Mike Beltran,DEM,REP,DEM,DEM,5.73,71.3,28.7,Lean D,-6.13,5.19,5.21,0.09,5.55,0.51,-10.62,16.35,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,46.2,37.5,1,8.7,0.15,2337125,2116747,0,1744723,1939864,0,122129,0,819132,176884,0,194116,5843,0,876367,0,0,0,2014000,0,0,2019210,0,52.86,47.14,0.0,144118,128498,0,0,272616
