race_code,poll_dem,poll_rep,poll_oth,poll_oth_party,poll_dem2,poll_rep2,poll_count,poll_recency
AK-01,37.0,41.0,0.0,,0.0,0.0,1,0.2279
AK-GOV,38.0,16.0,0.0,,0.0,21.0,1,0.2227
AK-SEN,51.2,47.29,0.0,,0.0,0.0,7,0.1169
AL-GOV,34.1,52.6,0.0,,0.0,0.0,1,0.0278
AR-SEN,36.0,58.0,0.0,,0.0,0.0,1,0.2127
AZ-01,42.71,42.94,0.0,,0.0,0.0,2,0.0268
AZ-06,46.66,43.8,0.0,,0.0,0.0,2,0.2351
AZ-GOV,43.33,37.08,0.0,,0.0,0.0,8,0.0508
CA-22,44.0,42.0,0.0,,0.0,0.0,1,0.003
CO-03,37.0,47.0,0.0,,0.0,0.0,1,0.4353
CO-05,40.0,43.0,5.0,IND,0.0,0.0,1,0.0221
CO-GOV,50.1,37.8,0.0,,0.0,0.0,1,0.0032
FL-27,43.0,46.0,0.0,,0.0,0.0,1,0.3969
FL-28,41.0,45.0,0.0,,0.0,0.0,1,0.3878
FL-GOV,39.5,43.94,0.3,IND,0.0,0.0,11,0.3354
FL-SEN,36.73,47.8,0.0,,0.0,0.0,3,0.6441
GA-GOV,49.0,43.0,0.0,,0.0,0.0,1,0.8312
GA-SEN,48.53,43.47,0.0,,0.0,0.0,7,0.1486
IA-01,43.0,39.0,0.0,,0.0,0.0,1,0.0009
IA-02,36.0,33.0,0.0,,0.0,0.0,1,0.933
IA-03,42.0,48.0,0.0,,0.0,0.0,1,0.4559
IA-SEN,44.41,45.69,0.0,,0.0,0.0,3,0.4725
ID-SEN,34.0,48.0,0.0,,0.0,0.0,1,0.4886
IL-GOV,54.3,34.0,0.0,,0.0,0.0,1,0.0359
KS-SEN,46.0,54.0,0.0,,0.0,0.0,1,0.1612
KY-SEN,38.0,49.0,0.0,,0.0,0.0,1,0.064
MA-GOV,54.9,26.78,0.0,,0.0,0.0,2,0.1348
MA-SEN,55.41,27.95,0.0,,0.0,0.0,4,0.1089
MD-GOV,49.9,28.0,0.0,,0.0,0.0,1,0.0969
ME-02,46.0,47.0,0.0,,0.0,0.0,1,0.25
ME-SEN,49.0,41.0,0.0,,0.0,0.0,1,0.0266
MI-04,42.0,47.43,0.0,,0.0,0.0,2,0.2447
MI-10,44.0,42.0,0.0,,0.0,0.0,1,0.125
MI-GOV,35.12,31.3,18.11,IND,0.0,0.0,12,0.1549
MI-SEN,41.98,43.36,0.0,,0.0,0.0,5,0.0598
MN-01,41.49,47.93,0.0,,0.0,0.0,2,0.3205
MN-GOV,50.34,36.36,0.0,,0.0,0.0,2,0.1883
MN-SEN,47.1,40.61,0.0,,0.0,0.0,3,0.0703
MS-SEN,39.0,42.0,6.0,IND,0.0,0.0,1,0.8909
NC-01,42.0,39.0,9.0,LIB,0.0,0.0,1,0.1809
NC-10,37.0,52.0,0.0,,0.0,0.0,1,0.4353
NC-14,40.0,48.0,0.0,,0.0,0.0,1,0.4353
NC-SEN,48.98,39.13,0.86,LIB,0.0,0.0,14,0.281
NE-02,46.5,40.5,0.0,,0.0,0.0,1,0.0171
NE-GOV,33.0,38.0,12.0,LMN,0.0,0.0,1,0.7937
NE-SEN,47.0,48.0,0.0,,0.0,0.0,2,0.097
NH-02,48.94,36.84,0.0,,0.0,0.0,5,0.1352
NH-GOV,39.0,46.0,0.0,,0.0,0.0,1,0.5
NH-SEN,45.7,43.34,0.0,,0.0,0.0,12,0.1296
NJ-02,36.0,46.0,0.0,,0.0,0.0,1,0.0005
NV-GOV,39.0,40.23,0.0,,0.0,0.0,4,0.1865
NY-01,38.0,41.0,0.0,,0.0,0.0,1,0.0532
NY-04,46.0,41.0,0.0,,0.0,0.0,1,0.2558
NY-17,44.0,39.0,0.0,,0.0,0.0,1,0.2558
NY-18,42.0,35.0,0.0,,0.0,0.0,1,0.2558
NY-GOV,50.24,33.9,1.08,LIB,0.0,0.0,11,0.2348
OH-GOV,47.06,46.99,0.0,,0.0,0.0,12,0.2196
OH-SEN,46.59,49.44,0.0,,0.0,0.0,10,0.2972
OR-GOV,45.0,40.0,0.0,,0.0,0.0,1,0.1895
PA-01,41.97,47.81,0.0,,0.0,0.0,2,0.2807
PA-08,45.0,43.0,0.0,,0.0,0.0,1,0.0047
PA-10,47.91,43.95,0.0,,0.0,0.0,2,0.0168
PA-GOV,54.74,35.45,0.0,,0.0,0.0,5,0.2591
SD-SEN,34.53,46.64,0.0,,0.0,0.0,3,0.0976
TN-GOV,28.0,49.0,0.0,,0.0,0.0,1,0.0029
TX-15,38.0,41.0,0.0,,0.0,0.0,1,0.0065
TX-23,40.0,42.0,0.0,,0.0,0.0,1,0.4253
TX-GOV,41.94,49.19,1.21,LIB,0.0,0.0,4,0.1891
TX-SEN,45.03,44.84,1.82,LIB,0.0,0.0,7,0.1704
VA-01,41.97,45.92,0.0,,0.0,0.0,2,0.2192
WI-01,41.0,50.0,0.0,,0.0,0.0,1,0.4774
WI-03,48.71,47.65,0.0,,0.0,0.0,2,0.135
WI-GOV,40.71,39.42,0.0,,0.0,0.0,1,0.5117
