race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,fundamentals,fundraising,candidates,demo_env,pres_2024,swing_24_26,rcv,threeway,oth_party,rcv_field,rcv_winner_name,rcv_exhausted,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_funds,rep_funds,ind_funds,dem_coh,rep_coh,ind_coh,dem_outside,rep_outside,dem_spent,rep_spent,ind_spent,dem_small,rep_small,ind_small,dem_pac,rep_pac,ind_pac,dem_self,rep_self,ind_self,dem_debt,rep_debt,ind_debt,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
MN-04,house,MN,04,Betty McCollum,Paul Wikstrom,DEM,REP,DEM,DEM,47.93,100.0,0.0,Safe D,39.42,5.5,47.93,2.11,1.5,-0.6,36.47,11.46,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1251583,28031,0,498697,2205,0,0,0,1307805,14744,0,42626,5364,0,458800,5000,0,0,0,0,0,0,0,73.96,26.04,0.0,196019,69002,0,0,265021
MN-05,house,MN,05,Ilhan Omar,John Nagel,DEM,REP,DEM,DEM,66.36,100.0,0.0,Safe D,66.25,5.5,66.36,1.5,-6.48,-0.4,63.54,2.82,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,5829715,747046,0,1347365,46922,0,0,0,4806570,700125,0,3688613,572704,0,73828,263,0,0,0,0,0,33270,0,83.18,16.82,0.0,215093,43488,0,0,258581
MN-06,house,MN,06,Doug Chapin,Tom Emmer,DEM,REP,REP,REP,-16.64,5.0,95.0,Safe R,-17.37,5.5,-16.64,-2.25,-1.67,-0.85,-20.07,3.43,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,438700,9786064,0,70293,4496007,0,0,0,368407,6978508,0,163570,691336,0,8234,2244251,0,73351,0,0,50000,0,0,41.68,58.32,0.0,126039,176353,0,0,302392
MN-07,house,MN,07,Erik Osberg,Michelle Fischbach,DEM,REP,REP,REP,-31.66,0.1,99.9,Safe R,-33.72,5.5,-31.66,-0.93,-1.67,-0.84,-37.1,5.44,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,334945,1286028,0,114432,919823,0,0,0,220512,777286,0,120827,152054,0,1000,729549,0,24237,0,0,0,0,0,34.17,65.83,0.0,95919,184787,0,0,280706
MN-08,house,MN,08,Trina Swanson,Pete Stauber,DEM,REP,REP,REP,-9.7,16.6,83.4,Likely R,-11.18,5.5,-9.7,-1.29,-1.67,-1.06,-14.53,4.84,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,316706,1996898,0,90423,1200836,0,0,0,226283,1324555,0,119200,136304,0,10200,931660,0,0,0,0,0,0,0,45.15,54.85,0.0,136475,165781,0,0,302256
MO-01,house,MO,01,Wesley Bell,Paul Berry,DEM,REP,DEM,DEM,67.91,100.0,0.0,Safe D,58.43,5.5,67.91,0.0,4.17,-0.19,58.19,9.72,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,3561712,0,0,1094094,0,0,986770,84743,2901538,0,0,59864,0,0,590796,0,0,0,0,0,0,0,0,83.96,16.04,0.0,184867,35328,0,0,220195
MO-02,house,MO,02,Fred Wellman,Ann Wagner,DEM,REP,REP,REP,-7.82,21.7,78.3,Likely R,-8.57,5.5,-8.15,-0.82,-3.37,-0.89,-8.09,0.27,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1155880,3528095,0,242217,4227396,0,0,0,913662,2411928,0,513808,651487,0,53250,1143239,0,410,0,0,0,0,0,46.09,53.91,0.0,140208,164008,0,0,304216
MO-03,house,MO,03,Bethany Mann,Bob Onder,DEM,REP,REP,REP,-26.43,0.5,99.5,Safe R,-27.26,5.5,-26.43,-1.78,-2.01,-0.87,-27.12,0.69,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,43339,950350,0,2776,471459,0,0,0,44990,636335,0,24959,77804,0,125,373480,0,0,0,0,542,894000,0,36.79,63.21,0.0,104227,179097,0,0,283324
MO-04,house,MO,04,Jordan Herrera,Mark Alford,DEM,REP,REP,REP,-42.83,0.0,100.0,Safe R,-42.18,5.5,-42.83,-2.06,-3.26,-0.82,-42.66,-0.17,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,41657,1387968,0,19366,747401,0,0,0,22674,864475,0,15561,16601,0,0,567061,0,8558,0,0,0,0,0,28.59,71.41,0.0,75236,187962,0,0,263197
MO-05,house,MO,05,Emanuel Cleaver,Rick Brattin,DEM,REP,DEM,DEM,33.4,99.9,0.1,Safe D,24.36,5.5,33.4,0.69,3.1,-0.26,23.83,9.57,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1336738,331764,0,1142882,222510,0,1213054,982544,1083483,109254,0,148137,4286,0,849891,39087,0,0,0,0,0,0,0,66.7,33.3,0.0,156849,78312,0,0,235161
MO-06,house,MO,06,Josh Smead,Chris Stigall,DEM,REP,,REP,-35.36,0.0,100.0,Safe R,-38.96,5.5,-35.36,-1.04,0.0,-0.86,-39.33,3.97,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,71949,599336,0,16727,166050,0,182000,248691,55222,433286,0,31868,18699,0,0,76000,0,8353,0,0,0,63950,0,32.32,67.68,0.0,86775,181723,0,0,268498
MO-07,house,MO,07,Missi Hesketh,Eric Burlison,DEM,REP,REP,REP,-43.16,0.0,100.0,Safe R,-43.17,5.5,-43.16,-2.04,-2.63,-0.83,-43.18,0.02,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,50540,1464359,0,33543,957571,0,0,12107,22134,1108175,0,26365,619520,0,8500,246255,0,0,0,0,0,0,0,28.42,71.58,0.0,74903,188664,0,0,263567
MO-08,house,MO,08,Christopher Reichard,Jason Smith,DEM,REP,REP,REP,-54.39,0.0,100.0,Safe R,-53.72,5.5,-54.39,-3.42,-1.83,-0.93,-54.42,0.03,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,5674,5264183,0,1942,5012103,0,0,0,3732,3269224,0,4269,273782,0,0,2734275,0,109,0,0,5196,0,0,22.8,77.2,0.0,58965,199606,0,0,258572
MS-01,house,MS,01,Cliff Johnson,Trent Kelly,DEM,REP,REP,REP,-32.06,0.1,99.9,Safe R,-33.66,5.5,-32.06,-0.42,-2.99,-0.5,-37.53,5.47,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,551243,1004205,0,149645,863664,0,0,0,401599,749399,0,137251,16080,0,2500,500635,0,21869,0,0,0,0,0,33.97,66.03,0.0,77051,149784,0,0,226836
MS-02,house,MS,02,Bennie Thompson,Ron Eller,DEM,REP,DEM,DEM,35.88,100.0,0.0,Safe D,24.74,5.5,35.88,1.61,4.05,-0.02,20.59,15.29,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,770971,45390,0,1449522,35874,0,0,0,947613,46245,0,6419,6118,0,566744,150,0,0,2921,0,0,2500,0,67.94,32.06,0.0,136325,64333,0,0,200658
MS-03,house,MS,03,Michael Chiaradio,Michael Guest,DEM,REP,REP,REP,-23.56,1.0,99.0,Safe R,-25.84,5.5,-23.56,-1.09,-1.67,-0.47,-29.5,5.94,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,155400,822761,0,23208,962515,0,0,0,132191,371591,0,69258,5410,0,2800,370000,0,17776,0,0,17149,0,0,38.22,61.78,0.0,86527,139869,0,0,226395
MS-04,house,MS,04,Jeffrey Hulum III,Mike Ezell,DEM,REP,REP,REP,-41.16,0.0,100.0,Safe R,-39.47,5.5,-41.16,-1.93,-4.75,-0.51,-43.01,1.84,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,29045,990106,0,6534,123359,0,0,0,22864,1018212,0,5890,12096,0,500,477000,0,3500,0,0,3500,0,0,29.42,70.58,0.0,60518,145197,0,0,205715
MT-01,house,MT,01,Sam Forstag,Aaron Flint,DEM,REP,,REP,-6.15,26.8,73.2,Lean R,-10.96,5.5,-6.6,-0.16,0.0,-0.98,-11.92,5.77,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,42.93,42.62,4,-0.98,0.303,1382873,1303394,0,550079,502201,0,284893,1582554,832794,801193,0,495944,290173,0,140650,330600,0,1267,0,0,0,246238,0,46.92,53.08,0.0,105788,119660,0,0,225448
MT-02,house,MT,02,Brian Miller,Troy Downing,DEM,REP,REP,REP,-32.32,0.1,99.9,Safe R,-29.92,5.5,-32.32,-2.59,-4.27,-1.04,-30.51,-1.82,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,26.0,48.0,1,-21.67,0.331,19174,2127927,0,3166,650464,0,0,0,14573,1588993,0,4916,496243,0,1000,681678,0,4832,0,0,0,2026506,0,33.84,66.16,0.0,66535,130091,0,0,196626
NC-01,house,NC,01,Don Davis,Laurie Buckhout,DEM,REP,DEM,DEM,3.39,63.5,36.5,Lean D,-7.85,5.5,3.76,0.09,6.36,-0.35,-11.71,15.1,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,44.29,40.94,3,2.18,0.15,4287386,3793077,0,3570366,1829661,0,1059078,920003,987862,1989720,0,367550,83111,0,1530112,351704,0,0,2402740,0,0,3501000,0,51.69,48.31,0.0,150836,140955,0,0,291792
NC-02,house,NC,02,Deborah Ross,Eugene Douglass,DEM,REP,DEM,DEM,45.63,100.0,0.0,Safe D,36.93,5.5,45.63,0.0,3.34,-0.14,34.41,11.22,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1675978,0,0,1337687,0,0,0,0,1075801,0,0,65366,0,0,689413,0,0,0,0,0,9555,0,0,72.81,27.19,0.0,210545,78607,0,0,289152
NC-03,house,NC,03,Raymond Smith Jr.,Greg Murphy,DEM,REP,REP,REP,-7.22,23.4,76.6,Likely R,-9.89,5.5,-7.49,-1.35,-1.67,-0.08,-13.76,6.54,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,41.0,44.0,1,-5.3,0.177,223119,2357956,0,73711,2697820,0,371202,0,137467,1243599,0,70520,28721,0,27250,1037799,0,100,0,0,0,0,0,46.39,53.61,0.0,112377,129879,0,0,242256
NC-04,house,NC,04,Valerie Foushee,Max Ganorkar,DEM,REP,DEM,DEM,59.14,100.0,0.0,Safe D,48.62,5.5,59.14,1.88,3.37,-0.24,46.04,13.1,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,912011,11917,0,47788,16967,0,2382171,241900,949918,10302,0,86347,1095,0,495618,1000,0,0,4569,0,4000,0,0,79.57,20.43,0.0,243343,62484,0,0,305827
NC-05,house,NC,05,Chuck Hubbard,Virginia Foxx,DEM,REP,REP,REP,-10.4,14.9,85.1,Likely R,-14.75,5.5,-10.4,-0.82,0.13,-0.46,-17.92,7.52,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,394695,1662604,0,99815,3369069,0,377958,0,302276,1204804,0,181733,25085,0,3350,419516,0,0,0,0,20000,0,0,44.8,55.2,0.0,128037,157751,0,0,285788
NC-06,house,NC,06,Cyril Jefferson,Addison McDowell,DEM,REP,REP,REP,-12.64,10.4,89.6,Likely R,-14.92,5.5,-12.64,-1.22,-1.67,-0.33,-17.36,4.72,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,199881,1226408,0,13898,381728,0,0,0,185984,852003,0,37641,16395,0,7400,515505,0,0,0,0,0,28602,0,43.68,56.32,0.0,119767,154416,0,0,274184
NC-07,house,NC,07,Kimberly Hardy,David Rouzer,DEM,REP,REP,REP,-9.94,16.0,84.0,Likely R,-10.93,5.5,-10.67,-1.34,-3.43,-0.47,-14.02,4.07,False,False,LIB,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,41.0,47.0,1,-8.48,0.238,293818,1990423,0,65017,2301487,0,0,0,228801,1124461,0,99168,6705,0,9411,1209699,0,0,0,0,0,0,0,44.3,54.08,1.62,137431,167785,5026,0,310241
NC-08,house,NC,08,Colby Watson,Mark Harris,DEM,REP,REP,REP,-16.72,4.9,95.1,Safe R,-16.97,5.5,-16.72,-1.86,-2.87,-0.52,-19.62,2.9,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,39569,1019134,0,2343,517853,0,0,13442,37232,608814,0,7059,74493,0,3700,200500,0,25460,0,0,0,0,0,41.64,58.36,0.0,119416,167379,0,0,286796
NC-09,house,NC,09,Richard Ojeda,Richard Hudson,DEM,REP,REP,REP,-11.22,13.1,86.9,Likely R,-13.26,5.5,-11.22,-0.22,-3.02,-0.21,-16.03,4.81,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,42.0,46.0,1,-6.54,0.307,2237508,3215341,0,163673,1335132,0,405280,0,2073836,2511943,0,1666772,214005,0,18842,1605397,0,0,0,0,0,0,0,44.39,55.61,0.0,118912,148962,0,0,267874
NC-10,house,NC,10,Ashley Bell,Pat Harrigan,DEM,REP,REP,REP,-15.53,6.2,93.8,Likely R,-15.09,5.5,-16.15,-1.6,-4.63,-0.34,-17.89,2.36,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,37.0,52.0,1,-10.23,0.15,84024,1081821,0,26174,451275,0,0,485,57805,683387,0,30263,81411,0,3050,359925,0,14948,0,0,8486,0,0,42.24,57.76,0.0,123093,168354,0,0,291447
NC-11,house,NC,11,Jamie Ager,Jennifer Balkcom,DEM,REP,,REP,-3.13,37.5,62.5,Lean R,-7.91,5.5,-3.13,0.0,0.0,-0.72,-9.61,6.49,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,3052354,0,0,2184778,0,0,446613,0,867576,0,0,556269,0,0,231570,0,0,0,0,0,0,0,0,48.44,51.56,0.0,149602,159263,0,0,308866
NC-12,house,NC,12,Alma Adams,Jack Codiga,DEM,REP,DEM,DEM,60.04,100.0,0.0,Safe D,50.34,5.5,60.04,1.26,2.65,0.29,47.04,13.01,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,370506,28704,0,456594,3,0,0,0,487322,28701,0,12384,1857,0,274275,0,0,0,3053,0,0,3000,0,80.02,19.98,0.0,199225,49738,0,0,248963
NC-13,house,NC,13,Paul Barringer,Brad Knott,DEM,REP,REP,REP,-13.24,9.3,90.7,Likely R,-14.63,5.5,-12.78,-0.19,-3.23,-0.22,-16.71,3.46,False,False,GRN,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1022610,1339161,0,514555,707795,0,0,0,508054,648627,0,76837,28235,0,8100,657718,0,461846,0,0,320000,760483,0,42.58,55.57,1.85,126856,165578,5512,0,297946
NC-14,house,NC,14,LaKesha Womack,Tim Moore,DEM,REP,REP,REP,-12.71,10.2,89.8,Likely R,-13.43,5.5,-14.08,-2.3,-3.38,-0.46,-15.22,2.5,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,40.0,48.0,1,-3.23,0.15,24888,1538952,0,-376,1581992,0,0,80948,26124,880526,0,11823,22782,0,2200,435700,0,0,0,0,0,0,0,43.64,56.36,0.0,124966,161371,0,0,286337
ND-01,house,ND,01,Trygve Hammer,Julie Fedorchak,DEM,REP,REP,REP,-35.45,0.0,100.0,Safe R,-36.86,5.5,-35.45,-1.5,-1.67,-0.92,-37.39,1.94,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,190064,1730663,0,67391,1055571,0,0,0,122672,1004420,0,98864,7624,0,2900,962475,0,15,0,0,0,0,0,32.27,67.73,0.0,83172,174537,0,0,257708
NE-01,house,NE,01,Christopher Backemeyer,Mike Flood,DEM,REP,REP,REP,-12.4,10.8,89.2,Likely R,-12.36,5.5,-13.35,-0.99,-4.96,-0.54,-13.23,0.83,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,45.67,43.56,2,-0.29,0.269,592233,2368910,0,290611,1560751,0,0,0,301622,1028941,0,98457,36065,0,25000,1127179,0,104319,0,0,100000,6046,0,43.8,56.2,0.0,97594,125217,0,0,222811
NE-02,house,NE,02,Denise Powell,Brinker Harding,DEM,REP,,REP,9.86,83.8,16.2,Likely D,5.5,5.5,11.07,0.43,0.0,-0.36,4.68,5.18,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,46.5,40.5,1,5.94,0.15,2668287,2034386,0,997390,1070769,0,3115525,100001,1670897,963618,0,493969,52231,0,310406,255800,0,65033,3500,0,75000,0,0,54.93,45.07,0.0,121774,99911,0,0,221685
NE-03,house,NE,03,Becky Stille,Adrian Smith,DEM,REP,REP,REP,-55.9,0.0,100.0,Safe R,-53.31,5.5,-55.9,-2.18,-5.38,-0.53,-54.43,-1.47,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,55101,1777414,0,14834,1023354,0,0,282975,40268,1682292,0,11451,3630,0,50,1298250,0,36731,0,0,36731,0,0,22.05,77.95,0.0,48187,170329,0,0,218516
NH-01,house,NH,01,Stefany Shaheen,Anthony DiLorenzo,DEM,REP,,DEM,5.4,70.7,29.3,Lean D,0.56,5.5,5.4,0.19,0.0,-0.85,2.02,3.39,False,False,,0,,0.0,,0.0,0.0,,,0.0,projected,projected,,,0,,0.0,2432372,2500778,0,604203,189086,0,3636551,918459,1828170,2311692,0,426835,81153,0,99355,20500,0,7000,1750000,0,0,1750000,0,52.7,47.3,0.0,152710,137048,0,0,289758
NH-02,house,NH,02,Maggie Goodlander,Lily Williams,DEM,REP,DEM,DEM,15.26,93.5,6.5,Likely D,2.61,5.5,15.1,0.92,6.93,-0.86,3.63,11.64,False,False,,0,,0.0,,0.0,0.0,,,0.0,projected,projected,49.97,34.15,7,16.46,0.223,4155360,1199750,0,2701065,627779,0,150000,0,1512294,701451,0,275917,645406,0,325303,1500,0,0,120000,0,0,120000,0,57.63,42.37,0.0,166310,122264,0,0,288574
NJ-01,house,NJ,01,Donald Norcross,Damon Galdo,DEM,REP,DEM,DEM,34.14,100.0,0.0,Safe D,24.17,5.5,34.14,2.5,2.11,-0.14,19.0,15.14,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1657743,11125,0,2365599,5056,0,0,0,999633,6138,0,11139,6233,0,791232,500,0,0,100,0,0,100,0,67.07,32.93,0.0,177149,86981,0,0,264130
NJ-02,house,NJ,02,Zack Mullock,Jeff Van Drew,DEM,REP,REP,REP,-8.85,18.8,81.2,Likely R,-7.64,5.5,-8.12,-1.01,-4.87,-0.1,-13.29,4.43,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,36.0,46.0,1,-7.77,0.15,462863,1930058,0,120210,1538041,0,0,0,342653,1154447,0,76814,219043,0,6000,327471,0,110000,0,0,110000,11668,0,45.57,54.43,0.0,120151,143494,0,0,263645
NJ-03,house,NJ,03,Herb Conaway,Michael McGuire,DEM,REP,DEM,DEM,23.51,99.0,1.0,Safe D,12.95,5.5,23.51,1.52,3.88,-0.34,7.92,15.59,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,934660,79190,0,439329,807,0,0,0,532745,78383,0,54194,5115,0,500874,0,0,0,21000,0,0,94594,0,61.76,38.24,0.0,166584,103161,0,0,269745
NJ-04,house,NJ,04,Rachel Peace,Chris Smith,DEM,REP,REP,REP,-28.06,0.3,99.7,Safe R,-25.64,5.5,-28.06,-1.52,-5.89,-0.51,-31.01,2.95,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,34352,592016,0,5363,488316,0,0,0,28989,467765,0,14725,85452,0,0,216783,0,6712,0,0,25692,0,0,35.97,64.03,0.0,101636,180933,0,0,282569
NJ-05,house,NJ,05,Josh Gottheimer,Sean Kirrane,DEM,REP,DEM,DEM,22.76,98.8,1.2,Safe D,7.53,5.5,22.76,2.86,7.03,-0.17,1.29,21.47,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,4765145,55656,0,12773075,8034,0,0,0,12704564,47622,0,20739,3603,0,882050,0,0,0,25054,0,0,24325,0,61.38,38.62,0.0,168913,106283,0,0,275197
NJ-06,house,NJ,06,Frank Pallone,Hillary Herzig,DEM,REP,DEM,DEM,28.73,99.8,0.2,Safe D,13.41,5.5,28.73,2.75,6.79,0.28,6.23,22.49,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2214837,7645,0,3066966,1866,0,0,0,2219781,5779,0,7797,1190,0,1455707,0,0,0,2786,0,0,4351,0,64.36,35.64,0.0,143045,79203,0,0,222248
NJ-07,house,NJ,07,Rebecca Bennett,Tom Kean Jr.,DEM,REP,REP,REP,5.2,70.0,30.0,Lean D,2.55,5.5,5.95,-0.04,-1.67,-0.4,-1.9,7.1,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,47.0,43.0,1,1.63,0.15,4272034,4892807,0,1445694,3634205,0,1799932,749383,2826340,1306888,0,632513,220555,0,272746,1194427,0,0,0,0,0,0,0,52.6,47.4,0.0,161638,145646,0,0,307284
NJ-08,house,NJ,08,Rob Menendez,(no Republican filed),DEM,REP,DEM,DEM,47.13,100.0,0.0,Safe D,37.51,5.5,46.34,0.0,1.67,1.66,28.85,18.28,False,False,IND,0,,0.0,Aristotle Eliopoulos,2.44,0.0,,,0.0,confirmed,,,,0,,0.0,1958766,0,0,679737,0,0,34890,0,1555715,0,0,13337,0,0,734489,0,0,0,0,0,0,0,0,71.77,25.79,0.0,109043,39184,0,3707,151934
NJ-09,house,NJ,09,Nelida Pou,Rosemary Pino,DEM,REP,DEM,DEM,21.95,98.5,1.5,Safe D,8.01,5.5,21.95,1.29,6.01,1.14,-1.3,23.25,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2661928,437829,0,1793359,39624,0,0,0,1021043,398205,0,231971,251372,0,1024879,0,0,0,0,0,0,157218,0,60.98,39.02,0.0,116823,74764,0,0,191587
NJ-10,house,NJ,10,LaMonica McIver,Carmen Bucco,DEM,REP,DEM,DEM,66.92,100.0,0.0,Safe D,56.35,5.5,66.92,2.8,1.49,0.77,48.73,18.19,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,2136938,2270,0,814120,1018,0,0,0,1486031,1252,0,1072110,360,0,553383,0,0,0,910,0,0,0,0,83.46,16.54,0.0,148447,29423,0,0,177870
NJ-11,house,NJ,11,Analilia Mejia,Joe Hathaway,DEM,REP,DEM,DEM,21.37,98.3,1.7,Safe D,13.53,5.5,21.37,0.81,1.67,-0.14,7.93,13.44,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1823436,657711,0,27475,5036,0,648446,0,1795960,652675,0,633740,71416,0,336506,40500,0,7000,0,0,111426,11452,0,60.68,39.32,0.0,167616,108600,0,0,276216
NJ-12,house,NJ,12,Adam Hamawy,Gregg Mele,DEM,REP,,DEM,37.81,100.0,0.0,Safe D,29.98,5.5,37.81,2.13,0.0,0.2,23.58,14.23,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1533852,79425,0,91930,3084,0,1900174,0,1441921,76341,0,263767,16648,0,61806,0,0,0,53746,0,0,98552,0,68.9,31.1,0.0,159347,71915,0,0,231262
NM-01,house,NM,01,Melanie Stansbury,Ndidiamaka Okpareke,DEM,REP,DEM,DEM,27.05,99.6,0.4,Safe D,16.67,5.5,27.05,1.68,2.33,0.87,13.0,14.05,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1353564,100340,0,416711,42741,0,0,0,1082562,57599,0,467355,15340,0,202335,1900,0,0,0,0,0,0,0,63.52,36.48,0.0,157271,90304,0,0,247575
NM-02,house,NM,02,Gabriel Vasquez,Greg Cunningham,DEM,REP,DEM,DEM,15.59,93.9,6.1,Likely D,3.82,5.5,17.46,0.68,5.64,1.83,-1.84,17.44,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,43.0,41.0,1,6.25,0.15,3784102,1510080,0,2378703,794187,0,16261,0,1444484,715893,0,385490,142850,0,990919,158100,0,0,0,0,0,0,0,57.8,42.2,0.0,109938,80276,0,0,190214
NM-03,house,NM,03,Teresa Leger Fernandez,Martin Zamora,DEM,REP,DEM,DEM,24.06,99.1,0.9,Safe D,10.42,5.5,24.06,0.73,6.72,0.69,5.32,18.74,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1249949,440623,0,666975,242569,0,0,0,990899,198054,0,114676,23608,0,212450,14200,0,0,0,0,0,0,0,62.03,37.97,0.0,129392,79196,0,0,208588
NV-01,house,NV,01,Dina Titus,Carrie Buck,DEM,REP,DEM,DEM,17.22,95.6,4.4,Safe D,6.07,5.5,17.22,-0.16,5.03,0.79,2.3,14.92,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,1537358,1915058,0,1337525,653588,0,0,0,355197,1261470,0,50604,526707,0,766723,138100,0,0,3732,0,4000,24440,0,58.61,41.39,0.0,137543,97122,0,0,234665
NV-02,house,NV,02,Teresa Benitez-Thompson,David Flippo,DEM,REP,,REP,-6.29,26.4,73.6,Lean R,-11.75,5.5,-7.59,-1.32,0.0,-0.02,-14.26,7.97,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,41.17,40.89,3,-1.48,0.301,257087,2275392,0,140607,117883,0,399937,653802,116479,2172225,0,57268,16480,0,23100,66500,0,20000,1675000,0,27163,1614965,0,46.86,53.14,0.0,138060,156592,0,0,294652
NV-03,house,NV,03,Susie Lee,Marty O'Donnell,DEM,REP,DEM,DEM,12.7,89.7,10.3,Likely D,3.18,5.5,12.7,0.06,3.88,0.08,-0.75,13.44,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,4401421,4055410,0,3689228,2409434,0,0,0,1178847,1645976,0,246965,189257,0,1306593,271905,0,0,3007000,0,0,3000000,0,56.35,43.65,0.0,151913,117682,0,0,269595
NV-04,house,NV,04,Steven Horsford,Cody Whipple,DEM,REP,DEM,DEM,18.48,96.6,3.4,Safe D,6.11,5.5,18.48,0.97,5.12,0.79,2.37,16.11,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,3350563,884687,0,1496222,285221,0,0,0,1860631,599467,0,209416,204906,0,1788353,7000,0,0,320119,0,22500,430235,0,59.24,40.76,0.0,142273,97882,0,0,240155
NY-01,house,NY,01,Christopher Gallant,Nick LaLota,DEM,REP,REP,REP,-2.94,38.1,61.9,Lean R,-8.39,5.5,-2.4,0.0,0.78,-0.29,-10.19,7.25,False,False,,0,,0.0,,0.0,0.0,,,0.0,confirmed,confirmed,38.0,41.0,1,-3.4,0.15,647598,0,0,172217,0,0,0,0,475381,0,0,100617,0,0,11100,0,0,3500,0,0,0,0,0,48.53,51.47,0.0,145887,154737,0,0,300624
