race_code,poll_dem,poll_rep,poll_oth,poll_oth_party,poll_dem2,poll_rep2,poll_count,poll_recency
AK-01,37.0,41.0,0.0,,0.0,0.0,1,0.8706
AK-GOV,38.0,16.0,0.0,,0.0,21.0,1,0.8507
AK-SEN,48.06,46.46,0.0,,0.0,0.0,6,0.1718
AL-GOV,34.1,52.6,0.0,,0.0,0.0,1,0.1063
AR-SEN,36.0,58.0,0.0,,0.0,0.0,1,0.8123
AZ-01,42.71,42.94,0.0,,0.0,0.0,2,0.1025
AZ-06,42.0,41.0,0.0,,0.0,0.0,1,0.0544
AZ-GOV,47.43,37.32,0.0,,0.0,0.0,7,0.0499
CA-22,44.0,42.0,0.0,,0.0,0.0,1,0.0113
CO-05,40.0,43.0,5.0,IND,0.0,0.0,1,0.0844
CO-GOV,50.1,37.8,0.0,,0.0,0.0,1,0.0124
FL-GOV,34.06,36.37,5.77,IND,0.0,0.0,6,0.2931
GA-SEN,42.94,41.33,0.0,,0.0,0.0,5,0.0079
IA-01,43.0,39.0,0.0,,0.0,0.0,1,0.0036
IA-03,45.0,42.0,0.0,,0.0,0.0,1,0.0718
IA-SEN,41.0,44.0,0.0,,0.0,0.0,1,0.4156
IL-GOV,54.3,34.0,0.0,,0.0,0.0,1,0.1371
KS-SEN,46.0,54.0,0.0,,0.0,0.0,1,0.6156
KY-SEN,38.0,49.0,0.0,,0.0,0.0,1,0.2443
MA-GOV,54.9,26.78,0.0,,0.0,0.0,2,0.515
MA-SEN,55.41,27.95,0.0,,0.0,0.0,4,0.4159
MD-GOV,49.9,28.0,0.0,,0.0,0.0,1,0.3703
ME-02,46.0,47.0,0.0,,0.0,0.0,1,0.9548
ME-SEN,49.0,41.0,0.0,,0.0,0.0,1,0.1015
MI-04,42.0,44.0,0.0,,0.0,0.0,1,0.1279
MI-10,44.0,42.0,0.0,,0.0,0.0,1,0.4774
MI-GOV,37.13,36.0,16.15,IND,0.0,0.0,10,0.3437
MI-SEN,41.98,43.36,0.0,,0.0,0.0,5,0.2285
MN-01,41.0,44.0,0.0,,0.0,0.0,1,0.7071
MN-GOV,50.34,36.36,0.0,,0.0,0.0,2,0.7192
MN-SEN,47.1,40.61,0.0,,0.0,0.0,3,0.2685
NC-01,42.0,39.0,9.0,LIB,0.0,0.0,1,0.691
NC-SEN,48.53,36.72,0.0,,0.0,0.0,9,0.1932
NE-02,46.5,40.5,0.0,,0.0,0.0,1,0.0655
NE-SEN,47.0,48.0,0.0,,0.0,0.0,2,0.3706
NH-02,51.18,38.82,0.0,,0.0,0.0,4,0.1681
NH-GOV,40.0,43.0,0.0,,0.0,0.0,1,0.052
NH-SEN,46.76,42.09,0.0,,0.0,0.0,10,0.1888
NJ-02,36.0,46.0,0.0,,0.0,0.0,1,0.0019
NV-GOV,41.81,43.7,0.0,,0.0,0.0,3,0.3828
NY-01,38.0,41.0,0.0,,0.0,0.0,1,0.2031
NY-04,46.0,41.0,0.0,,0.0,0.0,1,0.9772
NY-17,44.0,39.0,0.0,,0.0,0.0,1,0.9772
NY-18,42.0,35.0,0.0,,0.0,0.0,1,0.9772
NY-GOV,50.34,32.41,1.19,LIB,0.0,0.0,6,0.3466
OH-GOV,45.11,45.63,0.0,,0.0,0.0,8,0.0611
OH-SEN,46.28,48.8,0.0,,0.0,0.0,5,0.0517
OR-GOV,45.0,40.0,0.0,,0.0,0.0,1,0.7236
PA-01,41.0,41.0,0.0,,0.0,0.0,1,0.0496
PA-08,45.0,43.0,0.0,,0.0,0.0,1,0.0179
PA-10,47.91,43.95,0.0,,0.0,0.0,2,0.064
PA-GOV,54.87,38.61,0.0,,0.0,0.0,2,0.0372
SD-SEN,34.53,46.64,0.0,,0.0,0.0,3,0.3727
TN-GOV,28.0,49.0,0.0,,0.0,0.0,1,0.011
TX-15,38.0,41.0,0.0,,0.0,0.0,1,0.0248
TX-GOV,42.32,49.26,1.69,LIB,0.0,0.0,3,0.5974
TX-SEN,44.95,45.61,0.9,LIB,0.0,0.0,5,0.2549
VA-01,40.0,41.0,0.0,,0.0,0.0,1,0.0116
WI-03,48.71,47.65,0.0,,0.0,0.0,2,0.5158
WI-GOV,40.0,43.0,0.0,,0.0,0.0,1,0.0385
