race_code,poll_dem,poll_rep,poll_oth,poll_oth_party,poll_dem2,poll_rep2,poll_count,poll_recency
AK-01,37.0,41.0,0.0,,0.0,0.0,1,0.5359
AK-GOV,38.0,16.0,0.0,,0.0,21.0,1,0.5236
AK-SEN,48.06,46.46,0.0,,0.0,0.0,6,0.1058
AL-GOV,34.1,52.6,0.0,,0.0,0.0,1,0.0655
AR-SEN,36.0,58.0,0.0,,0.0,0.0,1,0.5
AZ-01,42.71,42.94,0.0,,0.0,0.0,2,0.0631
AZ-06,42.0,41.0,0.0,,0.0,0.0,1,0.0335
AZ-GOV,43.33,37.08,0.0,,0.0,0.0,8,0.1195
CA-22,44.0,42.0,0.0,,0.0,0.0,1,0.007
CO-05,40.0,43.0,5.0,IND,0.0,0.0,1,0.052
CO-GOV,50.1,37.8,0.0,,0.0,0.0,1,0.0076
FL-27,43.0,46.0,0.0,,0.0,0.0,1,0.933
FL-28,41.0,45.0,0.0,,0.0,0.0,1,0.9117
FL-GOV,35.05,39.25,2.82,IND,0.0,0.0,7,0.2594
FL-SEN,38.0,46.0,0.0,,0.0,0.0,1,0.8123
GA-SEN,47.68,43.29,0.0,,0.0,0.0,6,0.1202
IA-01,43.0,39.0,0.0,,0.0,0.0,1,0.0022
IA-03,45.0,42.0,0.0,,0.0,0.0,1,0.0442
IA-SEN,41.0,44.0,0.0,,0.0,0.0,1,0.2558
IL-GOV,54.3,34.0,0.0,,0.0,0.0,1,0.0844
KS-SEN,46.0,54.0,0.0,,0.0,0.0,1,0.3789
KY-SEN,38.0,49.0,0.0,,0.0,0.0,1,0.1504
MA-GOV,54.9,26.78,0.0,,0.0,0.0,2,0.317
MA-SEN,55.41,27.95,0.0,,0.0,0.0,4,0.256
MD-GOV,49.9,28.0,0.0,,0.0,0.0,1,0.2279
ME-02,46.0,47.0,0.0,,0.0,0.0,1,0.5878
ME-SEN,49.0,41.0,0.0,,0.0,0.0,1,0.0625
MI-04,42.0,44.0,0.0,,0.0,0.0,1,0.0787
MI-10,44.0,42.0,0.0,,0.0,0.0,1,0.2939
MI-GOV,37.13,36.0,16.15,IND,0.0,0.0,10,0.2116
MI-SEN,41.98,43.36,0.0,,0.0,0.0,5,0.1407
MN-01,41.0,44.0,0.0,,0.0,0.0,1,0.4353
MN-GOV,50.34,36.36,0.0,,0.0,0.0,2,0.4427
MN-SEN,47.1,40.61,0.0,,0.0,0.0,3,0.1653
NC-01,42.0,39.0,9.0,LIB,0.0,0.0,1,0.4253
NC-SEN,48.53,36.72,0.0,,0.0,0.0,9,0.1189
NE-02,46.5,40.5,0.0,,0.0,0.0,1,0.0403
NE-SEN,47.0,48.0,0.0,,0.0,0.0,2,0.2281
NH-02,51.18,38.82,0.0,,0.0,0.0,4,0.1035
NH-GOV,40.0,43.0,0.0,,0.0,0.0,1,0.032
NH-SEN,46.76,42.09,0.0,,0.0,0.0,10,0.1162
NJ-02,36.0,46.0,0.0,,0.0,0.0,1,0.0011
NV-GOV,41.81,43.7,0.0,,0.0,0.0,3,0.2357
NY-01,38.0,41.0,0.0,,0.0,0.0,1,0.125
NY-04,46.0,41.0,0.0,,0.0,0.0,1,0.6015
NY-17,44.0,39.0,0.0,,0.0,0.0,1,0.6015
NY-18,42.0,35.0,0.0,,0.0,0.0,1,0.6015
NY-GOV,50.27,32.94,1.5,LIB,0.0,0.0,9,0.3797
OH-GOV,49.69,44.11,0.0,,0.0,0.0,9,0.1084
OH-SEN,47.77,47.33,0.0,,0.0,0.0,7,0.2525
OR-GOV,45.0,40.0,0.0,,0.0,0.0,1,0.4454
PA-01,41.0,41.0,0.0,,0.0,0.0,1,0.0305
PA-08,45.0,43.0,0.0,,0.0,0.0,1,0.011
PA-10,47.91,43.95,0.0,,0.0,0.0,2,0.0394
PA-GOV,53.58,35.25,0.0,,0.0,0.0,4,0.3826
SD-SEN,34.53,46.64,0.0,,0.0,0.0,3,0.2294
TN-GOV,28.0,49.0,0.0,,0.0,0.0,1,0.0068
TX-15,38.0,41.0,0.0,,0.0,0.0,1,0.0153
TX-23,40.0,42.0,0.0,,0.0,0.0,1,1.0
TX-GOV,41.94,49.19,1.21,LIB,0.0,0.0,4,0.4446
TX-SEN,45.38,45.48,0.71,LIB,0.0,0.0,6,0.2759
VA-01,40.0,41.0,0.0,,0.0,0.0,1,0.0071
WI-03,48.71,47.65,0.0,,0.0,0.0,2,0.3175
WI-GOV,40.0,43.0,0.0,,0.0,0.0,1,0.0237
