code,level,state,partisan_lean,gcb,environment,demo_env_adj,pres_2024_margin,trump_approve,trump_disapprove,trump_net,demo_approval_adj,white_pct,black_pct,hispanic_pct,asian_pct,native_pct,pacific_pct
AK-01,district,AK,-13.18,3.32,-10.92,-1.06,-13.8,47.0,50.1,-3.1,0.5,61.0,4.2,6.0,7.8,18.9,2.0
AL-01,district,AL,-34.82,3.32,-32.06,-0.56,-36.34,57.1,39.9,17.2,2.5,67.1,24.7,3.3,1.9,2.9,0.1
AL-02,district,AL,-13.03,3.32,-9.99,-0.28,-14.46,48.0,49.1,-1.1,2.7,52.3,39.8,3.7,2.2,1.9,0.2
AL-03,district,AL,-45.58,3.32,-42.87,-0.61,-47.04,61.7,35.4,26.3,2.4,71.7,20.7,3.1,2.1,2.3,0.1
AL-04,district,AL,-65.77,3.32,-63.12,-0.67,-66.99,69.9,27.1,42.8,1.8,82.7,7.2,6.1,0.8,3.1,0.1
AL-05,district,AL,-29.24,3.32,-26.48,-0.56,-29.51,54.5,42.6,11.9,2.0,70.1,18.3,5.3,2.5,3.6,0.2
AL-06,district,AL,-34.75,3.32,-31.98,-0.54,-34.79,56.9,40.1,16.8,2.2,71.7,19.3,4.7,2.2,2.1,0.1
AL-07,district,AL,19.36,3.32,22.56,-0.12,17.99,34.3,62.7,-28.4,3.0,42.5,50.5,3.6,1.7,1.6,0.1
AR-01,district,AR,-44.65,3.32,-42.01,-0.68,-46.4,61.3,35.8,25.5,2.4,76.0,16.9,3.1,1.0,2.8,0.2
AR-02,district,AR,-15.42,3.32,-12.62,-0.52,-16.22,48.7,48.4,0.3,2.1,69.1,20.3,5.1,2.3,3.0,0.1
AR-03,district,AR,-25.59,3.32,-22.61,-0.34,-25.81,52.1,45.0,7.1,0.2,71.5,3.6,13.9,4.2,5.6,1.3
AR-04,district,AR,-39.02,3.32,-36.19,-0.49,-40.73,58.7,38.4,20.3,2.0,69.7,19.8,6.0,1.1,3.3,0.2
AZ-01,district,AZ,-2.22,3.32,0.8,-0.3,-3.14,42.2,54.9,-12.7,0.3,73.4,4.0,13.8,5.5,3.1,0.3
AZ-02,district,AZ,-13.44,3.32,-10.79,-0.67,-15.12,46.7,50.4,-3.7,-0.3,59.7,2.7,14.6,2.0,20.7,0.3
AZ-03,district,AZ,43.26,3.32,48.68,2.1,40.31,20.0,77.1,-57.1,-5.5,23.0,11.5,56.4,3.7,5.0,0.4
AZ-04,district,AZ,7.35,3.32,10.88,0.21,6.76,37.4,59.6,-22.2,-1.1,58.6,6.5,22.8,7.2,4.3,0.6
AZ-05,district,AZ,-19.54,3.32,-16.42,-0.2,-20.19,49.4,47.7,1.7,0.0,70.0,4.5,15.3,7.2,2.5,0.5
AZ-06,district,AZ,-0.62,3.32,2.81,0.11,-0.76,41.0,56.0,-15.0,-0.6,66.6,4.3,21.1,4.3,3.2,0.5
AZ-07,district,AZ,25.31,3.32,30.49,1.86,22.39,27.7,69.4,-41.7,-5.2,32.1,4.8,54.1,2.9,5.7,0.4
AZ-08,district,AZ,-16.0,3.32,-12.73,-0.05,-16.48,47.8,49.3,-1.5,-0.2,68.2,5.3,18.0,5.3,2.9,0.4
AZ-09,district,AZ,-30.21,3.32,-26.54,0.35,-31.34,53.3,43.7,9.6,-1.2,61.6,5.2,25.5,3.4,3.7,0.5
CA-01,district,CA,13.97,3.32,17.4,0.11,12.63,34.6,62.4,-27.8,-1.0,63.8,2.5,22.6,4.8,5.5,0.7
CA-02,district,CA,26.43,3.32,29.32,-0.42,25.45,30.0,67.1,-37.1,0.3,72.6,2.5,13.0,5.5,5.8,0.6
CA-03,district,CA,11.4,3.32,14.59,-0.13,10.55,36.0,61.1,-25.1,-0.5,60.3,6.6,16.3,12.4,3.4,1.1
CA-04,district,CA,16.77,3.32,20.48,0.39,14.96,32.9,64.1,-31.2,-2.0,53.7,3.1,27.0,11.4,4.0,0.7
CA-05,district,CA,-19.75,3.32,-16.15,0.28,-21.2,48.7,48.3,0.4,-1.5,58.5,3.2,25.1,7.6,4.7,0.9
CA-06,district,CA,9.83,3.32,13.21,0.06,8.67,36.4,60.7,-24.3,-1.1,53.3,8.2,19.4,14.1,3.6,1.4
CA-07,district,CA,15.12,3.32,18.57,0.13,13.26,33.8,63.2,-29.4,-1.7,42.8,9.9,20.2,21.9,3.3,1.9
CA-08,district,CA,37.61,3.32,41.52,0.58,35.19,23.9,73.2,-49.3,-2.4,32.4,15.1,27.1,20.5,3.4,1.4
CA-09,district,CA,15.48,3.32,19.67,0.87,11.8,32.8,64.2,-31.4,-3.4,28.0,12.6,33.1,21.2,3.6,1.5
CA-10,district,CA,36.05,3.32,39.29,-0.07,34.75,25.1,72.0,-46.9,-1.4,52.0,5.0,17.7,22.1,2.3,0.9
CA-11,district,CA,72.6,3.32,75.61,-0.31,70.62,9.5,87.6,-78.1,-1.5,44.1,6.5,13.0,33.8,1.9,0.7
CA-12,district,CA,79.37,3.32,82.95,0.26,77.64,6.5,90.5,-84.0,-1.7,34.2,17.5,20.6,23.9,3.0,0.9
CA-13,district,CA,4.96,3.32,10.36,2.08,0.51,35.9,61.2,-25.3,-6.2,23.3,4.6,57.9,8.5,4.9,0.8
CA-14,district,CA,39.07,3.32,42.51,0.12,36.2,22.8,74.2,-51.4,-3.3,26.4,5.8,21.2,42.5,2.4,1.8
CA-15,district,CA,52.23,3.32,55.8,0.26,49.64,17.1,79.9,-62.8,-3.5,29.6,3.6,24.2,38.8,2.1,1.7
CA-16,district,CA,51.53,3.32,54.75,-0.1,49.91,18.1,78.9,-60.8,-2.1,44.7,2.7,17.9,32.0,2.0,0.7
CA-17,district,CA,43.61,3.32,46.68,-0.25,40.75,20.8,76.2,-55.4,-3.5,23.0,2.8,15.6,56.2,1.7,0.8
CA-18,district,CA,33.3,3.32,38.7,2.08,29.37,23.7,73.4,-49.7,-6.5,21.0,2.8,58.3,12.6,4.6,0.7
CA-19,district,CA,37.22,3.32,40.64,0.1,35.64,24.3,72.7,-48.4,-1.9,50.8,3.2,21.6,20.6,3.0,0.8
CA-20,district,CA,-31.84,3.32,-27.78,0.73,-32.98,53.3,43.7,9.6,-2.6,50.4,4.1,33.2,7.5,4.4,0.5
CA-21,district,CA,9.94,3.32,15.34,2.08,6.17,33.8,63.3,-29.5,-6.2,21.9,5.6,57.5,10.5,4.2,0.4
CA-22,district,CA,2.96,3.32,8.93,2.65,-1.86,36.2,60.8,-24.6,-7.2,16.5,5.9,67.5,5.9,3.9,0.3
CA-23,district,CA,-18.3,3.32,-13.91,1.07,-19.9,47.4,49.7,-2.3,-3.0,42.3,9.5,37.7,5.5,4.3,0.7
CA-24,district,CA,26.79,3.32,30.84,0.73,25.76,28.4,68.7,-40.3,-2.6,52.8,2.5,33.2,7.2,3.7,0.5
CA-25,district,CA,8.76,3.32,14.0,1.92,5.97,34.7,62.4,-27.7,-5.3,32.3,4.6,54.6,4.4,3.8,0.4
CA-26,district,CA,17.54,3.32,21.81,0.95,15.73,32.0,65.1,-33.1,-3.3,45.5,3.2,37.1,10.5,3.3,0.5
CA-27,district,CA,12.56,3.32,17.17,1.29,10.06,33.9,63.2,-29.3,-3.8,33.3,11.0,41.1,10.9,3.3,0.5
CA-28,district,CA,28.27,3.32,31.89,0.3,26.17,27.2,69.8,-42.6,-3.6,27.5,4.9,25.1,39.9,2.3,0.4
CA-29,district,CA,39.51,3.32,44.92,2.09,34.71,21.3,75.8,-54.5,-6.1,24.2,5.1,57.5,9.3,3.5,0.3
CA-30,district,CA,43.42,3.32,46.89,0.15,41.41,21.9,75.1,-53.2,-1.4,56.3,4.8,21.7,14.8,2.1,0.3
CA-31,district,CA,16.15,3.32,21.19,1.72,12.61,31.2,65.8,-34.6,-6.0,20.1,4.3,51.2,20.5,3.4,0.4
CA-32,district,CA,28.34,3.32,31.87,0.2,25.76,28.3,68.8,-40.5,-1.5,55.1,5.0,22.5,14.9,2.1,0.4
CA-33,district,CA,14.39,3.32,19.76,2.05,10.12,32.2,64.9,-32.7,-5.6,20.0,11.7,54.9,9.1,3.7,0.6
CA-34,district,CA,57.12,3.32,62.58,2.14,53.04,13.3,83.7,-70.4,-7.0,11.8,5.4,58.8,19.4,4.2,0.3
CA-35,district,CA,12.24,3.32,17.45,1.89,8.0,33.0,64.1,-31.1,-5.9,20.2,7.3,53.3,15.0,3.6,0.6
CA-36,district,CA,41.99,3.32,45.12,-0.19,40.42,22.8,74.3,-51.5,-0.9,57.1,4.8,15.3,20.4,1.8,0.5
CA-37,district,CA,66.13,3.32,71.35,1.9,62.31,10.8,86.2,-75.4,-4.3,14.0,25.5,48.4,8.2,3.6,0.3
CA-38,district,CA,17.13,3.32,22.32,1.87,12.8,30.3,66.7,-36.4,-6.9,14.1,1.7,54.7,26.0,3.2,0.3
CA-39,district,CA,14.09,3.32,19.52,2.11,9.85,32.2,64.8,-32.6,-5.7,21.6,10.0,56.4,7.6,3.7,0.6
CA-40,district,CA,-11.7,3.32,-7.86,0.52,-12.6,44.9,52.1,-7.2,-2.3,49.6,5.3,28.4,13.1,2.8,0.8
CA-41,district,CA,17.83,3.32,23.13,1.98,14.61,30.5,66.6,-36.1,-6.0,23.1,4.7,55.6,12.2,3.7,0.6
CA-42,district,CA,15.25,3.32,19.08,0.51,13.57,33.5,63.6,-30.1,-2.2,47.5,6.7,27.9,14.1,2.9,0.9
CA-43,district,CA,54.96,3.32,60.39,2.11,50.59,15.3,81.8,-66.5,-4.9,7.6,26.3,51.9,10.1,3.4,0.7
CA-44,district,CA,41.6,3.32,47.48,2.57,36.32,19.8,77.2,-57.4,-7.1,8.9,10.6,64.7,10.8,3.9,1.1
CA-45,district,CA,6.76,3.32,10.68,0.6,4.07,35.9,61.1,-25.2,-4.6,21.5,3.1,30.9,41.4,2.3,0.8
CA-46,district,CA,20.26,3.32,25.61,2.03,16.7,29.2,67.9,-38.7,-6.6,19.3,2.6,57.4,16.0,4.1,0.6
CA-47,district,CA,11.79,3.32,14.95,-0.17,10.47,35.2,61.9,-26.7,-1.8,48.9,2.7,16.6,29.7,1.6,0.5
CA-48,district,CA,4.15,3.32,8.33,0.86,3.52,37.8,59.2,-21.4,-2.9,46.1,5.1,35.0,9.1,3.9,0.9
CA-49,district,CA,13.11,3.32,16.44,0.01,12.48,34.9,62.1,-27.2,-1.1,59.5,3.2,19.4,14.7,2.3,0.9
CA-50,district,CA,19.36,3.32,22.54,-0.14,18.83,32.3,64.7,-32.4,-1.0,56.9,4.0,16.6,19.5,2.2,0.8
CA-51,district,CA,19.95,3.32,23.59,0.32,18.79,31.9,65.2,-33.3,-1.5,52.8,8.1,23.9,11.3,2.9,1.0
CA-52,district,CA,22.64,3.32,27.97,2.01,18.06,28.4,68.7,-40.3,-6.1,16.8,8.3,55.0,15.7,3.3,1.0
CO-01,district,CO,58.82,3.32,62.48,0.34,57.61,15.6,81.5,-65.9,-1.0,57.7,9.5,24.0,5.1,3.3,0.4
CO-02,district,CO,40.74,3.32,43.66,-0.4,40.92,24.0,73.0,-49.0,0.6,78.8,1.6,12.3,4.8,2.3,0.3
CO-03,district,CO,-9.78,3.32,-6.35,0.11,-9.98,44.9,52.2,-7.3,-0.8,69.5,1.5,22.6,1.4,4.8,0.3
CO-04,district,CO,-19.22,3.32,-16.32,-0.42,-18.71,49.6,47.5,2.1,0.6,78.3,2.5,11.8,4.5,2.7,0.3
CO-05,district,CO,-10.24,3.32,-7.09,-0.17,-9.34,45.5,51.5,-6.0,0.2,68.2,7.6,15.2,4.9,3.4,0.8
CO-06,district,CO,20.85,3.32,24.27,0.1,20.36,32.0,65.0,-33.0,-0.4,58.9,11.2,19.1,7.2,3.0,0.5
CO-07,district,CO,14.76,3.32,17.72,-0.36,15.41,35.0,62.0,-27.0,0.4,77.2,2.0,13.3,4.1,3.2,0.2
CO-08,district,CO,-0.6,3.32,3.48,0.76,-1.88,40.1,57.0,-16.9,-2.5,55.1,2.5,33.9,4.3,3.9,0.3
CT-01,district,CT,24.46,3.32,27.79,0.01,23.27,30.9,66.2,-35.3,0.4,60.2,16.7,15.3,6.2,1.5,0.1
CT-02,district,CT,8.44,3.32,11.17,-0.59,7.86,38.1,58.9,-20.8,1.3,80.5,5.1,7.7,4.4,2.1,0.2
CT-03,district,CT,15.51,3.32,18.75,-0.08,14.34,34.8,62.3,-27.5,0.6,64.1,14.8,14.2,5.3,1.5,0.1
CT-04,district,CT,25.33,3.32,28.86,0.21,23.73,30.2,66.9,-36.7,-0.3,59.4,13.4,19.8,6.1,1.2,0.1
CT-05,district,CT,6.68,3.32,10.04,0.04,5.68,38.2,58.8,-20.6,-0.0,67.4,8.8,18.0,4.2,1.5,0.1
DE-01,district,DE,15.61,3.32,18.65,-0.28,14.84,35.2,61.8,-26.6,1.5,61.9,22.6,8.6,4.8,2.0,0.1
FL-01,district,FL,-36.7,3.32,-33.93,-0.54,-37.53,57.5,39.6,17.9,1.6,72.0,13.5,6.7,4.2,3.2,0.4
FL-02,district,FL,-16.49,3.32,-13.56,-0.4,-18.33,49.1,48.0,1.1,1.9,65.3,23.0,6.4,2.8,2.3,0.2
FL-03,district,FL,-19.45,3.32,-16.4,-0.27,-21.26,49.9,47.1,2.8,1.2,67.6,15.8,10.6,3.9,1.9,0.2
FL-04,district,FL,-10.78,3.32,-7.66,-0.19,-11.96,46.6,50.4,-3.8,1.9,54.9,31.4,7.8,3.6,2.1,0.3
FL-05,district,FL,-20.63,3.32,-17.61,-0.3,-21.69,50.3,46.8,3.5,0.8,67.3,12.8,10.8,7.0,1.8,0.3
FL-06,district,FL,-28.57,3.32,-25.64,-0.38,-30.31,53.9,43.2,10.7,1.3,74.7,11.2,9.8,2.1,2.1,0.2
FL-07,district,FL,-10.92,3.32,-7.5,0.1,-12.62,45.6,51.4,-5.8,-0.2,64.0,10.4,18.8,4.7,1.9,0.2
FL-08,district,FL,-15.06,3.32,-11.89,-0.15,-16.4,47.7,49.3,-1.6,0.5,68.2,10.8,14.2,4.5,2.1,0.2
FL-09,district,FL,-14.81,3.32,-10.47,1.03,-17.93,46.2,50.9,-4.7,-2.4,48.3,10.5,35.7,3.5,1.8,0.2
FL-10,district,FL,26.8,3.32,31.08,0.97,24.29,29.0,68.1,-39.1,-1.4,35.3,27.4,30.0,5.2,1.8,0.3
FL-11,district,FL,-14.37,3.32,-10.88,0.17,-15.84,47.0,50.0,-3.0,-0.3,62.1,10.8,19.9,5.3,1.7,0.2
FL-12,district,FL,-12.99,3.32,-9.26,0.41,-15.55,46.1,50.9,-4.8,-0.9,58.2,10.6,24.5,4.6,1.9,0.2
FL-13,district,FL,-12.0,3.32,-9.11,-0.43,-13.46,46.7,50.4,-3.7,1.0,76.9,6.4,10.3,4.4,1.9,0.2
FL-14,district,FL,-8.79,3.32,-4.97,0.51,-10.62,44.3,52.8,-8.5,-1.1,54.3,13.2,25.6,4.6,2.0,0.2
FL-15,district,FL,-17.66,3.32,-14.39,-0.05,-20.09,48.8,48.2,0.6,0.5,63.4,14.9,14.8,4.7,1.9,0.2
FL-16,district,FL,-11.67,3.32,-8.55,-0.19,-13.81,46.5,50.6,-4.1,0.9,70.7,12.0,12.9,2.7,1.6,0.1
FL-17,district,FL,-20.19,3.32,-17.24,-0.37,-22.24,50.2,46.9,3.3,1.1,78.3,7.0,11.0,2.1,1.5,0.1
FL-18,district,FL,-15.19,3.32,-11.38,0.48,-17.1,47.2,49.9,-2.7,-0.7,55.5,15.1,24.6,2.5,2.1,0.2
FL-19,district,FL,-28.43,3.32,-25.07,0.04,-30.42,53.1,43.9,9.2,-0.1,72.6,5.1,18.9,2.1,1.2,0.1
